cds	rtype	sname	dname	cname	Enroll1012	Enroll12	NumTstTakr	NumScr1	NumScr2	NumScr3	NumScr4	NumScr5	year
19647331936350	S	North Hollywood Senior High                       	Los Angeles Unified                               	Los Angeles    	1976	657	802	427	466	536	348	265	1314
19647331937085	S	Ramona Opportunity High                           	Los Angeles Unified                               	Los Angeles    	67	20	0	NA	NA	NA	NA	NA	1314
19647331937226	S	Reseda Senior High                                	Los Angeles Unified                               	Los Angeles    	1279	482	358	180	167	199	148	56	1314
19647331937424	S	Theodore Roosevelt Senior High                    	Los Angeles Unified                               	Los Angeles    	1513	545	270	205	127	55	43	12	1314
19647331937622	S	San Fernando Senior High                          	Los Angeles Unified                               	Los Angeles    	1801	514	214	114	57	63	33	24	1314
19647331937838	S	San Pedro Senior High                             	Los Angeles Unified                               	Los Angeles    	1817	512	267	98	131	124	61	17	1314
19647331938307	S	South Gate Senior High                            	Los Angeles Unified                               	Los Angeles    	2124	627	360	285	287	117	54	23	1314
19647331938554	S	Sylmar Senior High                                	Los Angeles Unified                               	Los Angeles    	1660	584	260	234	97	63	46	15	1314
19647331938612	S	William Howard Taft Charter High                  	Los Angeles Unified                               	Los Angeles    	1768	550	517	169	231	313	220	145	1314
19647331938885	S	University Senior High                            	Los Angeles Unified                               	Los Angeles    	1340	416	388	263	255	161	97	37	1314
19647331938968	S	Van Nuys Senior High                              	Los Angeles Unified                               	Los Angeles    	1785	522	647	147	221	391	323	242	1314
19647331939040	S	Venice Senior High                                	Los Angeles Unified                               	Los Angeles    	1382	411	446	183	188	166	136	81	1314
19647331939107	S	Verdugo Hills Senior High                         	Los Angeles Unified                               	Los Angeles    	1157	425	229	101	104	95	65	50	1314
19647331939305	S	George Washington Preparatory High                	Los Angeles Unified                               	Los Angeles    	939	298	169	219	60	27	8	3	1314
19647331939479	S	WESM Health/Sports Medicine                       	Los Angeles Unified                               	Los Angeles    	877	215	253	156	134	82	32	12	1314
01613090137810	S	San Lorenzo High                                  	San Lorenzo Unified                               	Alameda        	1108	372	191	134	99	50	30	20	1314
01750930000000	D	                                                  	Dublin Unified                                    	Alameda        	1469	465	362	15	74	195	264	226	1314
01750930132704	S	Dublin High                                       	Dublin Unified                                    	Alameda        	1390	416	362	15	74	195	264	226	1314
01751010000000	D	                                                  	Pleasanton Unified                                	Alameda        	3745	1302	1585	61	242	770	1132	1410	1314
10621661034214	S	McLane High                                       	Fresno Unified                                    	Fresno         	1434	436	425	433	63	33	29	8	1314
10621661035831	S	Roosevelt High                                    	Fresno Unified                                    	Fresno         	1485	464	438	373	92	57	47	18	1314
10622570000000	D	                                                  	Kingsburg Joint Union High                        	Fresno         	888	276	152	30	100	65	21	4	1314
10622570124727	S	Kingsburg Independent Study High                  	Kingsburg Joint Union High                        	Fresno         	44	17	0	NA	NA	NA	NA	NA	1314
10622571033695	S	Kingsburg High                                    	Kingsburg Joint Union High                        	Fresno         	801	246	152	30	100	65	21	4	1314
10622650000000	D	                                                  	Kings Canyon Joint Unified                        	Fresno         	2264	787	473	347	214	131	66	21	1314
10622650108092	S	Orange Cove High                                  	Kings Canyon Joint Unified                        	Fresno         	460	129	158	176	43	15	11	5	1314
10622650116640	S	Dunlap Leadership Academy                         	Kings Canyon Joint Unified                        	Fresno         	56	18	0	NA	NA	NA	NA	NA	1314
10622650126292	S	Reedley Middle College High                       	Kings Canyon Joint Unified                        	Fresno         	25	0	0	NA	NA	NA	NA	NA	1314
10622651030378	S	Mountain View (Alternative)                       	Kings Canyon Joint Unified                        	Fresno         	232	150	0	NA	NA	NA	NA	NA	1314
10622651035310	S	Reedley High                                      	Kings Canyon Joint Unified                        	Fresno         	1406	443	315	171	171	116	55	16	1314
10622810000000	D	                                                  	Laton Joint Unified                               	Fresno         	148	46	26	17	9	5	2	0	1314
10622811033950	S	Laton High                                        	Laton Joint Unified                               	Fresno         	148	46	26	17	9	5	2	0	1314
10623310000000	D	                                                  	Orange Center                                     	Fresno         	23	23	0	NA	NA	NA	NA	NA	1314
10623310124354	S	National University Academy - Orange Cen          	Orange Center                                     	Fresno         	23	23	0	NA	NA	NA	NA	NA	1314
10623640000000	D	                                                  	Parlier Unified                                   	Fresno         	641	188	119	118	24	13	13	5	1314
10623641034990	S	Parlier High                                      	Parlier Unified                                   	Fresno         	563	156	119	118	24	13	13	5	1314
10623800000000	D	                                                  	Raisin City Elementary                            	Fresno         	395	198	0	NA	NA	NA	NA	NA	1314
10623800124982	S	Ambassador Phillip V. Sanchez Public Cha          	Raisin City Elementary                            	Fresno         	395	198	0	NA	NA	NA	NA	NA	1314
10624140000000	D	                                                  	Sanger Unified                                    	Fresno         	2340	796	355	141	227	209	88	46	1314
10624141030451	S	Taft High                                         	Sanger Unified                                    	Fresno         	117	50	0	NA	NA	NA	NA	NA	1314
10624141030766	S	Hallmark Charter                                  	Sanger Unified                                    	Fresno         	118	41	5	*	*	*	*	*	1314
10624141036094	S	Sanger High                                       	Sanger Unified                                    	Fresno         	2007	659	350	140	226	207	85	46	1314
10624300000000	D	                                                  	Selma Unified                                     	Fresno         	1378	471	125	45	58	39	15	7	1314
10624301030758	S	Selma Independent                                 	Selma Unified                                     	Fresno         	116	56	0	NA	NA	NA	NA	NA	1314
10624301036672	S	Selma High                                        	Selma Unified                                     	Fresno         	1213	383	125	45	58	39	15	7	1314
10625390000000	D	                                                  	West Park Elementary                              	Fresno         	224	112	0	NA	NA	NA	NA	NA	1314
10625396112387	S	West Park Charter Academy                         	West Park Elementary                              	Fresno         	224	112	0	NA	NA	NA	NA	NA	1314
10625470000000	D	                                                  	Westside Elementary                               	Fresno         	558	345	0	NA	NA	NA	NA	NA	1314
10625470120535	S	Crescent View South Charter                       	Westside Elementary                               	Fresno         	553	344	0	NA	NA	NA	NA	NA	1314
10625470127159	S	Opportunities For Learning - Fresno               	Westside Elementary                               	Fresno         	5	1	0	NA	NA	NA	NA	NA	1314
10738090000000	D	                                                  	Firebaugh-Las Deltas Unified                      	Fresno         	529	164	79	66	41	23	7	3	1314
10738091030121	S	Firebaugh High                                    	Firebaugh-Las Deltas Unified                      	Fresno         	521	159	79	66	41	23	7	3	1314
10739650000000	D	                                                  	Central Unified                                   	Fresno         	3336	1139	367	178	221	202	111	32	1314
10739651030386	S	Central Unified Alternative/Opportunity           	Central Unified                                   	Fresno         	253	154	0	NA	NA	NA	NA	NA	1314
10739651030626	S	Central High East Campus                          	Central Unified                                   	Fresno         	2949	927	367	178	221	202	111	32	1314
19648651996552	S	Palos Verdes High                                 	Palos Verdes Peninsula Unified                    	Los Angeles    	1331	466	612	126	256	407	360	196	1314
19648730000000	D	                                                  	Paramount Unified                                 	Los Angeles    	3927	1346	624	636	296	151	74	42	1314
19648730120378	S	Paramount Alternative Education Center            	Paramount Unified                                 	Los Angeles    	64	63	0	NA	NA	NA	NA	NA	1314
19648731936749	S	Paramount High                                    	Paramount Unified                                 	Los Angeles    	3614	1112	624	636	296	151	74	42	1314
19648810000000	D	                                                  	Pasadena Unified                                  	Los Angeles    	4273	1584	1031	737	674	429	199	100	1314
19648810113464	S	Aveson Global Leadership Academy                  	Pasadena Unified                                  	Los Angeles    	90	10	7	*	*	*	*	*	1314
19648810117440	S	CIS Academy                                       	Pasadena Unified                                  	Los Angeles    	214	134	1	*	*	*	*	*	1314
19648810118075	S	Learning Works                                    	Pasadena Unified                                  	Los Angeles    	324	216	0	NA	NA	NA	NA	NA	1314
19648811931062	S	Blair High                                        	Pasadena Unified                                  	Los Angeles    	461	128	78	32	34	27	10	5	1314
19648811931674	S	Marshall Fundamental                              	Pasadena Unified                                  	Los Angeles    	756	244	411	372	356	175	79	47	1314
19648811936103	S	John Muir High                                    	Pasadena Unified                                  	Los Angeles    	720	257	156	113	74	43	6	2	1314
19648811936822	S	Pasadena High                                     	Pasadena Unified                                  	Los Angeles    	1432	457	378	219	206	181	104	46	1314
19649070000000	D	                                                  	Pomona Unified                                    	Los Angeles    	5957	2107	1053	774	586	358	248	133	1314
19649070115170	S	School of Extended Educational Options            	Pomona Unified                                    	Los Angeles    	248	166	0	NA	NA	NA	NA	NA	1314
19649071933175	S	Ganesha High                                      	Pomona Unified                                    	Los Angeles    	917	293	154	123	74	29	23	23	1314
19649071933324	S	Garey High                                        	Pomona Unified                                    	Los Angeles    	1334	451	211	209	121	55	38	16	1314
19649071937028	S	Pomona High                                       	Pomona Unified                                    	Los Angeles    	1044	327	227	212	116	64	45	17	1314
19649071995547	S	Pomona Alternative                                	Pomona Unified                                    	Los Angeles    	14	0	0	NA	NA	NA	NA	NA	1314
19649071995901	S	Diamond Ranch High                                	Pomona Unified                                    	Los Angeles    	1391	459	374	175	218	178	121	65	1314
19649071996495	S	Village Academy High School at Indian Hi          	Pomona Unified                                    	Los Angeles    	309	111	87	55	57	32	21	12	1314
19649076061634	S	Fremont Academy of Engineering and Desig          	Pomona Unified                                    	Los Angeles    	271	93	79	103	44	19	6	0	1314
19649076061642	S	Palomares Academy of Health Science               	Pomona Unified                                    	Los Angeles    	134	34	18	17	8	3	1	0	1314
19649640000000	D	                                                  	San Marino Unified                                	Los Angeles    	901	291	440	83	113	226	259	264	1314
19649641937754	S	San Marino High                                   	San Marino Unified                                	Los Angeles    	898	290	440	83	113	226	259	264	1314
19649800000000	D	                                                  	Santa Monica-Malibu Unified                       	Los Angeles    	2870	961	1186	219	416	672	607	449	1314
19649801938000	S	Santa Monica High                                 	Santa Monica-Malibu Unified                       	Los Angeles    	2252	711	944	181	332	529	474	354	1314
19649801995737	S	Malibu High                                       	Santa Monica-Malibu Unified                       	Los Angeles    	519	182	242	38	84	143	133	95	1314
19650290000000	D	                                                  	South Pasadena Unified                            	Los Angeles    	1151	378	506	60	189	263	254	299	1314
19650291938455	S	South Pasadena Senior High                        	South Pasadena Unified                            	Los Angeles    	1145	374	506	60	189	263	254	299	1314
19650520000000	D	                                                  	Temple City Unified                               	Los Angeles    	1627	552	522	71	208	363	329	218	1314
19650521938679	S	Temple City High                                  	Temple City Unified                               	Los Angeles    	1575	531	522	71	208	363	329	218	1314
19650521995976	S	Temple City Alternative                           	Temple City Unified                               	Los Angeles    	17	7	0	NA	NA	NA	NA	NA	1314
19650600000000	D	                                                  	Torrance Unified                                  	Los Angeles    	6548	2176	1844	394	689	900	761	645	1314
19650601936277	S	North High                                        	Torrance Unified                                  	Los Angeles    	1542	515	425	123	193	226	171	92	1314
19650601938356	S	South High                                        	Torrance Unified                                  	Los Angeles    	1575	490	584	99	190	305	250	271	1314
19650601938752	S	Torrance High                                     	Torrance Unified                                  	Los Angeles    	1521	472	395	137	190	153	111	74	1314
19650601939602	S	West High                                         	Torrance Unified                                  	Los Angeles    	1640	534	440	35	116	216	229	208	1314
19650940000000	D	                                                  	West Covina Unified                               	Los Angeles    	3578	1117	419	210	245	210	143	85	1314
19650940112706	S	California Virtual Academy @ Los Angeles          	West Covina Unified                               	Los Angeles    	1035	274	1	*	*	*	*	*	1314
19650940122432	S	Edgewood High                                     	West Covina Unified                               	Los Angeles    	557	172	0	NA	NA	NA	NA	NA	1314
19650941939537	S	West Covina High                                  	West Covina Unified                               	Los Angeles    	1787	537	418	209	245	210	142	85	1314
19651280000000	D	                                                  	Whittier Union High                               	Los Angeles    	10039	3470	2212	985	1118	968	550	193	1314
19651281931302	S	California High                                   	Whittier Union High                               	Los Angeles    	2283	732	419	242	241	182	89	23	1314
19753090000000	D	                                                  	Acton-Agua Dulce Unified                          	Los Angeles    	833	401	55	5	22	25	24	3	1314
19753090127100	S	Assurance Learning Academy                        	Acton-Agua Dulce Unified                          	Los Angeles    	487	294	0	NA	NA	NA	NA	NA	1314
19753091995786	S	Vasquez High                                      	Acton-Agua Dulce Unified                          	Los Angeles    	343	107	55	5	22	25	24	3	1314
19753330000000	D	                                                  	Manhattan Beach Unified                           	Los Angeles    	1850	581	806	90	197	385	476	317	1314
19753331935808	S	Mira Costa High                                   	Manhattan Beach Unified                           	Los Angeles    	1835	571	806	90	197	385	476	317	1314
19753410000000	D	                                                  	Redondo Beach Unified                             	Los Angeles    	2024	693	749	69	157	427	414	301	1314
19753411937143	S	Redondo Union High                                	Redondo Beach Unified                             	Los Angeles    	1923	631	749	69	157	427	414	301	1314
19756630000000	D	                                                  	SBE - New West Charter                            	Los Angeles    	86	0	0	NA	NA	NA	NA	NA	1314
19756636120158	S	New West Charter                                  	SBE - New West Charter                            	Los Angeles    	86	0	0	NA	NA	NA	NA	NA	1314
19756970000000	D	                                                  	SBE - The School of Arts and E                    	Los Angeles    	316	82	10	*	*	*	*	*	1314
19756971996693	S	School of Arts and Enterprise                     	SBE - The School of Arts and E                    	Los Angeles    	316	82	10	*	*	*	*	*	1314
19757130000000	D	                                                  	Alhambra Unified                                  	Los Angeles    	5922	2075	1824	438	599	732	682	697	1314
19757131930163	S	Alhambra High                                     	Alhambra Unified                                  	Los Angeles    	2017	696	631	135	170	221	197	203	1314
19757131934553	S	Mark Keppel High                                  	Alhambra Unified                                  	Los Angeles    	1793	590	620	74	143	254	290	353	1314
19757131937697	S	San Gabriel High                                  	Alhambra Unified                                  	Los Angeles    	1783	586	573	229	286	257	195	141	1314
19757131995430	S	Independence High (Alternative)                   	Alhambra Unified                                  	Los Angeles    	82	41	0	NA	NA	NA	NA	NA	1314
19764970000000	D	                                                  	SBE - Lifeline Education Chart                    	Los Angeles    	149	38	0	NA	NA	NA	NA	NA	1314
19764970115725	S	Lifeline Education Charter                        	SBE - Lifeline Education Chart                    	Los Angeles    	149	38	0	NA	NA	NA	NA	NA	1314
20000000000000	C	                                                  	                                                  	Madera         	6896	2331	732	430	342	275	135	40	1314
20102070000000	D	                                                  	Madera County Office of Educat                    	Madera         	707	350	0	NA	NA	NA	NA	NA	1314
20102070117184	S	Madera County Independent Academy                 	Madera County Office of Educat                    	Madera         	326	165	0	NA	NA	NA	NA	NA	1314
20102072030229	S	Pioneer Technical Center                          	Madera County Office of Educat                    	Madera         	164	86	0	NA	NA	NA	NA	NA	1314
20652010000000	D	                                                  	Chowchilla Union High                             	Madera         	765	242	111	58	65	30	22	2	1314
20652012032357	S	Chowchilla Union High                             	Chowchilla Union High                             	Madera         	745	234	111	58	65	30	22	2	1314
20652430000000	D	                                                  	Madera Unified                                    	Madera         	3851	1216	468	295	201	185	92	29	1314
20652430110965	S	Madera South High                                 	Madera Unified                                    	Madera         	1848	505	238	172	112	73	42	17	1314
20652430118950	S	Sherman Thomas Charter High                       	Madera Unified                                    	Madera         	29	10	0	NA	NA	NA	NA	NA	1314
20652432035640	S	Furman (Duane E.) High (Independent Stud          	Madera Unified                                    	Madera         	160	92	0	NA	NA	NA	NA	NA	1314
20652432035707	S	Madera High                                       	Madera Unified                                    	Madera         	1555	490	230	123	89	112	50	12	1314
20755800000000	D	                                                  	Golden Valley Unified                             	Madera         	464	153	93	37	51	39	13	3	1314
20755800111443	S	Centennial Independent Study                      	Golden Valley Unified                             	Madera         	13	9	0	NA	NA	NA	NA	NA	1314
20755802030203	S	Liberty High                                      	Golden Valley Unified                             	Madera         	415	128	93	37	51	39	13	3	1314
20756060000000	D	                                                  	Chawanakee Unified                                	Madera         	442	147	46	36	21	17	9	1	1314
20756060100180	S	Mountain Oaks High                                	Chawanakee Unified                                	Madera         	10	5	0	NA	NA	NA	NA	NA	1314
20756060117010	S	Minarets High                                     	Chawanakee Unified                                	Madera         	195	86	26	19	14	11	5	1	1314
20756060125021	S	Minarets Charter High                             	Chawanakee Unified                                	Madera         	194	36	21	18	8	8	4	0	1314
20756066114862	S	Chawanakee Academy                                	Chawanakee Unified                                	Madera         	39	16	1	*	*	*	*	*	1314
20764140000000	D	                                                  	Yosemite Unified                                  	Madera         	667	223	33	20	11	10	3	5	1314
20764142030013	S	Yosemite High                                     	Yosemite Unified                                  	Madera         	523	172	33	20	11	10	3	5	1314
20764142030104	S	Evergreen High                                    	Yosemite Unified                                  	Madera         	30	15	0	NA	NA	NA	NA	NA	1314
20764142030237	S	Glacier High School Charter                       	Yosemite Unified                                  	Madera         	76	21	0	NA	NA	NA	NA	NA	1314
21000000000000	C	                                                  	                                                  	Marin          	6708	2218	2076	278	580	993	944	855	1314
21102150000000	D	                                                  	Marin County Office of Educati                    	Marin          	127	50	0	NA	NA	NA	NA	NA	1314
23738660000000	D	                                                  	Potter Valley Community Unifie                    	Mendocino      	69	25	1	*	*	*	*	*	1314
23738662330041	S	Potter Valley High                                	Potter Valley Community Unifie                    	Mendocino      	66	23	1	*	*	*	*	*	1314
23739160000000	D	                                                  	Laytonville Unified                               	Mendocino      	95	42	9	*	*	*	*	*	1314
23739162332260	S	Laytonville High                                  	Laytonville Unified                               	Mendocino      	93	41	9	*	*	*	*	*	1314
23752180000000	D	                                                  	Leggett Valley Unified                            	Mendocino      	20	5	1	*	*	*	*	*	1314
23752182330207	S	Whale Gulch High                                  	Leggett Valley Unified                            	Mendocino      	11	3	0	NA	NA	NA	NA	NA	1314
23752182332724	S	Leggett Valley High                               	Leggett Valley Unified                            	Mendocino      	9	2	1	*	*	*	*	*	1314
24000000000000	C	                                                  	                                                  	Merced         	12730	4304	1632	956	947	576	301	116	1314
24102490000000	D	                                                  	Merced County Office of Educat                    	Merced         	713	328	0	NA	NA	NA	NA	NA	1314
24102490106518	S	Merced Scholars Charter                           	Merced County Office of Educat                    	Merced         	57	20	0	NA	NA	NA	NA	NA	1314
24656980000000	D	                                                  	Hilmar Unified                                    	Merced         	513	183	58	23	27	37	19	5	1314
24656982432409	S	Hilmar High                                       	Hilmar Unified                                    	Merced         	473	167	58	23	27	37	19	5	1314
24657300000000	D	                                                  	Le Grand Union High                               	Merced         	386	135	77	16	33	24	17	3	1314
24657302433001	S	Le Grand High                                     	Le Grand Union High                               	Merced         	336	110	77	16	33	24	17	3	1314
24657550000000	D	                                                  	Los Banos Unified                                 	Merced         	2214	734	257	166	126	107	52	16	1314
24657550119073	S	Crossroads Alternative Education Center           	Los Banos Unified                                 	Merced         	110	32	0	NA	NA	NA	NA	NA	1314
24657550120923	S	Pacheco High                                      	Los Banos Unified                                 	Merced         	1097	324	116	55	54	53	19	12	1314
24657552434207	S	Los Banos High                                    	Los Banos Unified                                 	Merced         	856	273	157	128	80	58	34	4	1314
24657890000000	D	                                                  	Merced Union High                                 	Merced         	7408	2447	1183	650	710	409	212	97	1314
24657890127373	S	El Capitan High                                   	Merced Union High                                 	Merced         	328	2	0	NA	NA	NA	NA	NA	1314
24657892430049	S	Independence High (Alternative)                   	Merced Union High                                 	Merced         	43	18	0	NA	NA	NA	NA	NA	1314
24657892430098	S	Golden Valley High                                	Merced Union High                                 	Merced         	1455	502	348	269	211	128	46	20	1314
24657892430205	S	Buhach Colony High                                	Merced Union High                                 	Merced         	1302	424	247	154	161	70	27	10	1314
24657892430601	S	Atwater High                                      	Merced Union High                                 	Merced         	1336	454	182	103	110	45	25	8	1314
24657892433605	S	Livingston High                                   	Merced Union High                                 	Merced         	810	249	146	40	80	62	40	13	1314
24657892435204	S	Merced High                                       	Merced Union High                                 	Merced         	1686	560	260	84	148	104	74	46	1314
24736190000000	D	                                                  	Gustine Unified                                   	Merced         	391	118	24	7	10	14	1	1	1314
24736192431807	S	Gustine High                                      	Gustine Unified                                   	Merced         	369	107	24	7	10	14	1	1	1314
24753170000000	D	                                                  	Dos Palos Oro Loma Joint Unifi                    	Merced         	542	184	73	94	43	16	2	0	1314
24753172431203	S	Dos Palos High                                    	Dos Palos Oro Loma Joint Unifi                    	Merced         	481	165	73	94	43	16	2	0	1314
24753660000000	D	                                                  	Delhi Unified                                     	Merced         	563	175	60	38	44	18	16	6	1314
24753660114538	S	Shattuck Independent Study                        	Delhi Unified                                     	Merced         	17	9	0	NA	NA	NA	NA	NA	1314
24753662430114	S	Delhi High                                        	Delhi Unified                                     	Merced         	505	149	60	38	44	18	16	6	1314
25000000000000	C	                                                  	                                                  	Modoc          	328	118	14	5	5	9	1	1	1314
25102560000000	D	                                                  	Modoc County Office of Educati                    	Modoc          	17	4	0	NA	NA	NA	NA	NA	1314
25658960000000	D	                                                  	Surprise Valley Joint Unified                     	Modoc          	25	6	5	*	*	*	*	*	1314
25658962537702	S	Surprise Valley High                              	Surprise Valley Joint Unified                     	Modoc          	25	6	5	*	*	*	*	*	1314
25735850000000	D	                                                  	Modoc Joint Unified                               	Modoc          	173	68	9	*	*	*	*	*	1314
25735852535409	S	Modoc High                                        	Modoc Joint Unified                               	Modoc          	166	62	9	*	*	*	*	*	1314
25735930000000	D	                                                  	Tulelake Basin Joint Unified                      	Modoc          	113	40	0	NA	NA	NA	NA	NA	1314
25735934737250	S	Tulelake High                                     	Tulelake Basin Joint Unified                      	Modoc          	111	40	0	NA	NA	NA	NA	NA	1314
26000000000000	C	                                                  	                                                  	Mono           	693	440	103	29	61	54	31	14	1314
26102640000000	D	                                                  	Mono County Office of Educatio                    	Mono           	357	332	0	NA	NA	NA	NA	NA	1314
26102640124990	S	Urban Corps of San Diego County Charter           	Mono County Office of Educatio                    	Mono           	177	177	0	NA	NA	NA	NA	NA	1314
28662660000000	D	                                                  	Napa Valley Unified                               	Napa           	4413	1406	721	201	305	341	238	124	1314
28662660101964	S	Napa Valley Independent Studies                   	Napa Valley Unified                               	Napa           	149	74	0	NA	NA	NA	NA	NA	1314
28662660121087	S	American Canyon High                              	Napa Valley Unified                               	Napa           	1092	328	132	59	53	39	12	4	1314
28662660128314	S	Legacy High                                       	Napa Valley Unified                               	Napa           	13	6	0	NA	NA	NA	NA	NA	1314
28662662830016	S	Vintage High                                      	Napa Valley Unified                               	Napa           	1309	414	314	89	157	168	112	62	1314
28662662830115	S	New Technology High                               	Napa Valley Unified                               	Napa           	303	97	0	NA	NA	NA	NA	NA	1314
28662662835601	S	Napa High                                         	Napa Valley Unified                               	Napa           	1357	382	275	53	95	134	114	58	1314
28662900000000	D	                                                  	Saint Helena Unified                              	Napa           	380	127	116	7	17	58	47	30	1314
28662902837102	S	Saint Helena High                                 	Saint Helena Unified                              	Napa           	380	127	116	7	17	58	47	30	1314
29000000000000	C	                                                  	                                                  	Nevada         	4568	2603	300	32	104	152	113	77	1314
29102980000000	D	                                                  	Nevada County Office of Educat                    	Nevada         	2153	1756	22	7	12	10	3	0	1314
29102980114314	S	Bitney College Preparatory High                   	Nevada County Office of Educat                    	Nevada         	81	23	2	*	*	*	*	*	1314
29102980126219	S	Forest Charter                                    	Nevada County Office of Educat                    	Nevada         	269	103	20	6	12	9	3	0	1314
29102982930147	S	Muir Charter                                      	Nevada County Office of Educat                    	Nevada         	1786	1624	0	NA	NA	NA	NA	NA	1314
29663570000000	D	                                                  	Nevada Joint Union High                           	Nevada         	2368	826	278	25	92	142	110	77	1314
29663570112367	S	William & Marian Ghidotti High                    	Nevada Joint Union High                           	Nevada         	115	34	0	NA	NA	NA	NA	NA	1314
29663572930030	S	North Point Academy                               	Nevada Joint Union High                           	Nevada         	84	42	0	NA	NA	NA	NA	NA	1314
29663572930048	S	Bear River High                                   	Nevada Joint Union High                           	Nevada         	577	175	83	9	33	38	48	19	1314
29663572935500	S	Nevada Union High                                 	Nevada Joint Union High                           	Nevada         	1367	469	195	16	59	104	62	58	1314
29663990000000	D	                                                  	Ready Springs Union Elementary                    	Nevada         	47	21	0	NA	NA	NA	NA	NA	1314
29663996111371	S	Vantage Point Charter                             	Ready Springs Union Elementary                    	Nevada         	47	21	0	NA	NA	NA	NA	NA	1314
30000000000000	C	                                                  	                                                  	Orange         	122438	41649	34363	8419	12971	18795	16353	11420	1314
30103060000000	D	                                                  	Orange County Department of Ed                    	Orange         	3721	1502	0	NA	NA	NA	NA	NA	1314
30103060126037	S	The Academy                                       	Orange County Department of Ed                    	Orange         	0	0	0	NA	NA	NA	NA	NA	1314
30103063030632	S	OCCS:CHEP/PCHS                                    	Orange County Department of Ed                    	Orange         	315	102	0	NA	NA	NA	NA	NA	1314
30664310000000	D	                                                  	Anaheim Union High                                	Orange         	16001	5449	3236	987	1483	1816	1200	812	1314
30664313030038	S	Cypress High                                      	Anaheim Union High                                	Orange         	2017	647	609	115	294	402	295	163	1314
30664313030228	S	Anaheim High                                      	Anaheim Union High                                	Orange         	2384	770	422	110	191	178	121	80	1314
30664313030384	S	Polaris High (Alternative)                        	Anaheim Union High                                	Orange         	199	116	0	NA	NA	NA	NA	NA	1314
30664313030616	S	Oxford Academy                                    	Anaheim Union High                                	Orange         	551	166	500	79	165	367	349	315	1314
30664313033057	S	Katella High                                      	Anaheim Union High                                	Orange         	1922	567	243	99	114	92	79	40	1314
30664313033115	S	John F. Kennedy High                              	Anaheim Union High                                	Orange         	1685	512	524	127	196	352	162	84	1314
30664313033784	S	Loara High                                        	Anaheim Union High                                	Orange         	1866	591	249	121	184	149	56	40	1314
30664313034204	S	Magnolia High                                     	Anaheim Union High                                	Orange         	1368	462	287	201	136	101	41	27	1314
30664313036712	S	Savanna High                                      	Anaheim Union High                                	Orange         	1582	490	227	93	114	75	43	41	1314
30664313038239	S	Western High                                      	Anaheim Union High                                	Orange         	1560	483	175	42	89	100	54	22	1314
30664490000000	D	                                                  	Brea-Olinda Unified                               	Orange         	1546	507	466	91	187	309	249	87	1314
30664493030640	S	Brea-Olinda High                                  	Brea-Olinda Unified                               	Orange         	1465	480	466	91	187	309	249	87	1314
30664640000000	D	                                                  	Capistrano Unified                                	Orange         	12948	4187	4072	465	1308	2373	2353	1661	1314
30664640106765	S	Capistrano Connections Academy                    	Capistrano Unified                                	Orange         	684	196	35	11	17	18	11	3	1314
30664640113381	S	San Juan Hills High                               	Capistrano Unified                                	Orange         	1589	466	555	89	192	368	331	194	1314
30664640124131	S	California Preparatory Academy                    	Capistrano Unified                                	Orange         	117	0	4	*	*	*	*	*	1314
30664643030210	S	Capistrano Valley High                            	Capistrano Unified                                	Orange         	1889	605	681	90	238	407	271	173	1314
30666213031952	S	El Modena High                                    	Orange Unified                                    	Orange         	1536	495	458	49	224	248	163	113	1314
30666213035409	S	Orange High                                       	Orange Unified                                    	Orange         	1377	405	242	162	174	76	33	4	1314
30666213038098	S	Villa Park High                                   	Orange Unified                                    	Orange         	1832	603	566	142	304	399	263	144	1314
30666470000000	D	                                                  	Placentia-Yorba Linda Unified                     	Orange         	6418	2168	1833	111	429	1007	1117	873	1314
30666470119404	S	Yorba Linda High                                  	Placentia-Yorba Linda Unified                     	Orange         	1343	453	464	11	124	292	357	224	1314
30666473030053	S	Esperanza High                                    	Placentia-Yorba Linda Unified                     	Orange         	1363	452	295	32	71	163	153	97	1314
30666473030483	S	La Entrada High                                   	Placentia-Yorba Linda Unified                     	Orange         	71	36	1	*	*	*	*	*	1314
30666473031929	S	El Dorado High                                    	Placentia-Yorba Linda Unified                     	Orange         	1422	470	348	28	84	188	183	122	1314
30666473038023	S	Valencia High                                     	Placentia-Yorba Linda Unified                     	Orange         	1928	583	720	34	145	361	424	427	1314
30666476119556	S	Parkview                                          	Placentia-Yorba Linda Unified                     	Orange         	53	17	5	*	*	*	*	*	1314
30666700000000	D	                                                  	Santa Ana Unified                                 	Orange         	12751	4265	3593	2331	1612	1304	878	443	1314
30666700106567	S	Nova Academy                                      	Santa Ana Unified                                 	Orange         	315	70	61	16	28	23	21	9	1314
30666700108365	S	Segerstrom High                                   	Santa Ana Unified                                 	Orange         	1915	671	745	455	440	336	197	98	1314
30666700114736	S	Hector G. Godinez                                 	Santa Ana Unified                                 	Orange         	1909	645	766	369	383	300	188	103	1314
30666703030491	S	Century High                                      	Santa Ana Unified                                 	Orange         	1389	432	356	335	137	73	39	22	1314
30666703030608	S	Middle College High                               	Santa Ana Unified                                 	Orange         	236	74	0	NA	NA	NA	NA	NA	1314
30666703030723	S	OCSA                                              	Santa Ana Unified                                 	Orange         	1089	329	589	58	187	339	318	166	1314
