cds	rtype	sname	dname	cname	enroll12	enroll1012	NumTstTakr	NumScr1	NumScr2	NumScr3	NumScr4	NumScr5	year
19642461937051	S	Quartz Hill High	Antelope Valley Union High	Los Angeles	755	2266	490	207	278	283	182	86	1516
19642461995398	S	Highland High	Antelope Valley Union High	Los Angeles	735	2152	411	248	215	137	61	30	1516
19642461995406	S	Littlerock High	Antelope Valley Union High	Los Angeles	337	1107	267	269	142	50	23	7	1516
19642461995844	S	Lancaster High	Antelope Valley Union High	Los Angeles	531	1668	359	311	224	100	34	19	1516
19642461996537	S	Desert Sands Charter	Antelope Valley Union High	Los Angeles	1182	1816	1	*	*	*	*	*	1516
19642610000000	D		Arcadia Unified	Los Angeles	872	2646	1182	133	230	519	640	744	1516
19642611930288	S	Arcadia High	Arcadia Unified	Los Angeles	844	2606	1182	133	230	519	640	744	1516
19642611995299	S	Rancho Learning Center (Alternative)	Arcadia Unified	Los Angeles	28	40	0	N/A	N/A	N/A	N/A	N/A	1516
19642790000000	D		Azusa Unified	Los Angeles	692	2039	459	179	205	159	115	58	1516
19642791930528	S	Azusa High	Azusa Unified	Los Angeles	307	938	297	115	118	89	78	39	1516
19642791931765	S	Sierra High	Azusa Unified	Los Angeles	102	199	3	*	*	*	*	*	1516
19642791933449	S	Gladstone High	Azusa Unified	Los Angeles	276	889	159	62	84	70	37	19	1516
19642870000000	D		Baldwin Park Unified	Los Angeles	2102	6518	786	374	331	256	226	132	1516
19642870114397	S	Opportunities For Learning - Baldwin Park II	Baldwin Park Unified	Los Angeles	699	2181	2	*	*	*	*	*	1516
19642871930601	S	Baldwin Park High	Baldwin Park Unified	Los Angeles	418	1423	278	107	126	109	70	60	1516
19642871938166	S	Sierra Vista High	Baldwin Park Unified	Los Angeles	433	1492	492	263	200	143	153	72	1516
19642871996479	S	Opportunities for Learning - Baldwin Park	Baldwin Park Unified	Los Angeles	293	1053	14	*	*	*	*	*	1516
19642950000000	D		Bassett Unified	Los Angeles	309	858	159	102	103	56	24	10	1516
19642951930700	S	Bassett Senior High	Bassett Unified	Los Angeles	266	801	159	102	103	56	24	10	1516
19643030000000	D		Bellflower Unified	Los Angeles	1054	3044	620	127	251	266	225	116	1516
19643031930775	S	Bellflower High	Bellflower Unified	Los Angeles	382	1303	258	99	146	102	54	15	1516
19643031935618	S	Mayfair High	Bellflower Unified	Los Angeles	501	1491	360	27	104	164	170	101	1516
19643031938190	S	Somerset Continuation High	Bellflower Unified	Los Angeles	165	233	2	*	*	*	*	*	1516
19643110000000	D		Beverly Hills Unified	Los Angeles	415	1205	425	52	131	257	272	229	1516
19643111930981	S	Beverly Hills High	Beverly Hills Unified	Los Angeles	407	1182	425	52	131	257	272	229	1516
19643290000000	D		Bonita Unified	Los Angeles	853	2635	719	236	436	424	260	109	1516
19643291931088	S	Bonita High	Bonita Unified	Los Angeles	478	1478	431	118	260	271	136	71	1516
19643291937739	S	San Dimas High	Bonita Unified	Los Angeles	320	1013	287	116	176	153	124	38	1516
19643291995893	S	Vista (Alternative)	Bonita Unified	Los Angeles	2	27	1	*	*	*	*	*	1516
19643370000000	D		Burbank Unified	Los Angeles	1584	4806	1213	319	677	782	602	415	1516
19643370131573	S	Burbank Unified Independent Learning Academy (BUIL	Burbank Unified	Los Angeles	6	22	0	N/A	N/A	N/A	N/A	N/A	1516
19643371931187	S	Burbank High	Burbank Unified	Los Angeles	582	1916	626	206	396	431	336	228	1516
19643371931237	S	Burroughs High	Burbank Unified	Los Angeles	616	1910	584	111	278	350	266	184	1516
19643371933332	S	Monterey High (Continuation)	Burbank Unified	Los Angeles	124	176	2	*	*	*	*	*	1516
19643371996099	S	Options for Youth-Burbank Charter	Burbank Unified	Los Angeles	231	734	0	N/A	N/A	N/A	N/A	N/A	1516
19643520000000	D		Centinela Valley Union High	Los Angeles	1794	5148	1323	1275	509	249	154	76	1516
19643520118521	S	Centinela Valley Independent Study	Centinela Valley Union High	Los Angeles	81	104	0	N/A	N/A	N/A	N/A	N/A	1516
19643520128488	S	Family First Charter	Centinela Valley Union High	Los Angeles	93	139	1	*	*	*	*	*	1516
19643520128496	S	New Opportunities Charter	Centinela Valley Union High	Los Angeles	37	76	0	N/A	N/A	N/A	N/A	N/A	1516
19643521933951	S	Hawthorne High	Centinela Valley Union High	Los Angeles	455	1541	290	211	78	36	33	34	1516
19643521934926	S	Lawndale High	Centinela Valley Union High	Los Angeles	586	1662	526	433	208	106	76	25	1516
19643521935048	S	Leuzinger High	Centinela Valley Union High	Los Angeles	390	1402	506	631	223	105	45	17	1516
19643780000000	D		Charter Oak Unified	Los Angeles	485	1388	132	22	58	36	26	11	1516
19643781930312	S	Arrow High (Continuation)	Charter Oak Unified	Los Angeles	49	67	2	*	*	*	*	*	1516
19643781931666	S	Charter Oak High	Charter Oak Unified	Los Angeles	408	1271	130	20	58	36	24	11	1516
19643781995885	S	Oak Knoll Alternative	Charter Oak Unified	Los Angeles	18	33	0	N/A	N/A	N/A	N/A	N/A	1516
19643940000000	D		Claremont Unified	Los Angeles	562	1872	339	64	177	191	156	122	1516
19643941931823	S	Claremont High	Claremont Unified	Los Angeles	522	1774	339	64	177	191	156	122	1516
19644360000000	D		Covina-Valley Unified	Los Angeles	1141	3445	1083	584	565	337	183	93	1516
19644361932086	S	Covina High	Covina-Valley Unified	Los Angeles	306	1021	390	251	223	101	45	18	1516
19644361936418	S	Northview High	Covina-Valley Unified	Los Angeles	314	993	343	207	163	104	62	30	1516
19644361938372	S	South Hills High	Covina-Valley Unified	Los Angeles	434	1291	350	126	179	132	76	45	1516
19644440000000	D		Culver City Unified	Los Angeles	507	1593	579	122	228	317	274	201	1516
19644441932201	S	Culver City High	Culver City Unified	Los Angeles	481	1527	579	122	228	317	274	201	1516
19644510000000	D		Downey Unified	Los Angeles	2020	6221	1257	359	696	679	495	206	1516
19644511932441	S	Downey High	Downey Unified	Los Angeles	992	3128	639	132	294	377	282	115	1516
19644511939164	S	Warren High	Downey Unified	Los Angeles	855	2816	618	227	402	302	213	91	1516
19644690000000	D		Duarte Unified	Los Angeles	327	1048	123	54	59	25	28	13	1516
19644690128736	S	Opportunities for Learning - Duarte	Duarte Unified	Los Angeles	82	278	0	N/A	N/A	N/A	N/A	N/A	1516
19644691932482	S	Duarte High	Duarte Unified	Los Angeles	220	708	121	53	59	24	28	13	1516
19644691936079	S	Mt. Olive Innovation and Technology High	Duarte Unified	Los Angeles	24	59	2	*	*	*	*	*	1516
19645190000000	D		El Monte Union High	Los Angeles	2326	6782	2016	1035	909	719	590	426	1516
19645191930320	S	Arroyo High	El Monte Union High	Los Angeles	515	1623	520	155	218	214	183	172	1516
19645191932664	S	El Monte High	El Monte Union High	Los Angeles	438	1360	442	189	228	137	115	79	1516
19645191932680	S	Mountain View High	El Monte Union High	Los Angeles	336	1026	262	291	109	48	40	33	1516
19645191937481	S	Rosemead High	El Monte Union High	Los Angeles	421	1285	513	165	243	256	207	128	1516
19645191995661	S	South El Monte High	El Monte Union High	Los Angeles	330	1037	277	235	111	64	43	14	1516
19645270000000	D		El Rancho Unified	Los Angeles	740	2138	732	419	403	227	126	87	1516
19645271932706	S	El Rancho High	El Rancho Unified	Los Angeles	611	1929	732	419	403	227	126	87	1516
19645350000000	D		El Segundo Unified	Los Angeles	343	955	395	84	126	168	141	67	1516
19645351932763	S	El Segundo High	El Segundo Unified	Los Angeles	330	922	395	84	126	168	141	67	1516
19645680000000	D		Glendale Unified	Los Angeles	2167	6283	1953	494	887	1082	898	690	1516
19645681932144	S	Crescenta Valley High	Glendale Unified	Los Angeles	674	2003	870	89	279	512	555	496	1516
19645681933530	S	Glendale High	Glendale Unified	Los Angeles	639	1870	405	110	191	176	120	107	1516
19645681934082	S	Herbert Hoover High	Glendale Unified	Los Angeles	391	1239	393	164	217	189	118	55	1516
19645681995497	S	Verdugo Academy	Glendale Unified	Los Angeles	19	71	2	*	*	*	*	*	1516
19645681996131	S	Anderson W. Clark Magnet High	Glendale Unified	Los Angeles	255	815	283	131	200	204	104	30	1516
19645760000000	D		Glendora Unified	Los Angeles	588	1969	577	74	233	381	318	239	1516
19645761933597	S	Glendora High	Glendora Unified	Los Angeles	552	1907	576	74	232	381	318	239	1516
19645761939677	S	Whitcomb Continuation High	Glendora Unified	Los Angeles	33	56	1	*	*	*	*	*	1516
19645840000000	D		Gorman Elementary	Los Angeles	219	644	9	*	*	*	*	*	1516
19645841996305	S	Gorman Learning Center	Gorman Elementary	Los Angeles	219	644	9	*	*	*	*	*	1516
19645920000000	D		Hawthorne	Los Angeles	120	417	176	7	26	57	86	66	1516
19645920100354	S	Hawthorne Math and Science Academy	Hawthorne	Los Angeles	120	417	176	7	26	57	86	66	1516
19646340000000	D		Inglewood Unified	Los Angeles	811	2298	440	357	169	84	70	33	1516
19646341934231	S	Inglewood High	Inglewood Unified	Los Angeles	283	831	130	140	51	10	13	6	1516
19646341936046	S	Morningside High School	Inglewood Unified	Los Angeles	239	691	108	121	30	12	13	1	1516
19646341996529	S	City Honors College Preparatory Academy	Inglewood Unified	Los Angeles	63	201	73	57	24	7	7	3	1516
19646341996586	S	Animo Inglewood Charter High	Inglewood Unified	Los Angeles	137	465	129	39	64	55	37	23	1516
19646590000000	D		La Canada Unified	Los Angeles	346	1047	578	40	119	282	408	371	1516
19646591934611	S	La Canada High	La Canada Unified	Los Angeles	341	1041	578	40	119	282	408	371	1516
19646830000000	D		Las Virgenes Unified	Los Angeles	971	3022	918	69	239	493	448	284	1516
19646831930080	S	Agoura High	Las Virgenes Unified	Los Angeles	502	1588	429	34	125	236	196	110	1516
19646831931781	S	Calabasas High	Las Virgenes Unified	Los Angeles	443	1393	489	35	114	257	252	174	1516
19646910000000	D		Lawndale Elementary	Los Angeles	117	376	192	94	69	58	36	11	1516
19646911996438	S	Environmental Charter High	Lawndale Elementary	Los Angeles	117	376	192	94	69	58	36	11	1516
19647090000000	D		Lennox	Los Angeles	264	876	446	210	214	144	129	91	1516
19647090100602	S	Lennox Mathematics, Science and Technology Academy	Lennox	Los Angeles	131	414	220	113	90	91	80	50	1516
19647091996313	S	Animo Leadership High	Lennox	Los Angeles	133	462	226	97	124	53	49	41	1516
19647250000000	D		Long Beach Unified	Los Angeles	6299	18446	6389	3669	3630	2943	1597	745	1516
19647250125153	S	Beach High-Intensive Learning Program	Long Beach Unified	Los Angeles	66	248	0	N/A	N/A	N/A	N/A	N/A	1516
19647250127381	S	Ernest S. McBride, Sr. High	Long Beach Unified	Los Angeles	0	372	228	132	116	96	34	25	1516
19647250132381	S	Helen Keller Middle	Long Beach Unified	Los Angeles	0	0	59	0	1	23	25	10	1516
19647251930411	S	Avalon K-12	Long Beach Unified	Los Angeles	50	148	48	15	30	31	22	8	1516
19647251934470	S	Jordan High	Long Beach Unified	Los Angeles	804	2428	413	379	109	66	33	15	1516
19647251934678	S	Lakewood High	Long Beach Unified	Los Angeles	821	2517	966	695	647	451	174	47	1516
19647251935758	S	Millikan High	Long Beach Unified	Los Angeles	842	2674	1205	681	761	604	284	110	1516
19647251936947	S	Polytechnic High	Long Beach Unified	Los Angeles	1077	3250	1197	473	766	761	480	255	1516
19647251937176	S	Reid High	Long Beach Unified	Los Angeles	123	161	1	*	*	*	*	*	1516
19647251939875	S	Wilson High	Long Beach Unified	Los Angeles	903	2851	1257	644	791	664	375	170	1516
19647251995539	S	California Academy of Mathematics and Science	Long Beach Unified	Los Angeles	164	506	366	130	128	139	113	82	1516
19647251995570	S	Educational Partnership High	Long Beach Unified	Los Angeles	680	929	2	*	*	*	*	*	1516
19647251995935	S	Cabrillo High	Long Beach Unified	Los Angeles	579	1888	499	417	224	68	36	18	1516
19647251996503	S	Renaissance High School for the Arts	Long Beach Unified	Los Angeles	112	329	148	100	57	37	20	5	1516
19647330000000	D		Los Angeles Unified	Los Angeles	43432	136949	38362	23836	17635	13362	9461	5584	1516
19647330100677	S	High Tech LA	Los Angeles Unified	Los Angeles	80	272	0	N/A	N/A	N/A	N/A	N/A	1516
19647330100750	S	Wallis Annenberg High	Los Angeles Unified	Los Angeles	99	310	76	18	25	33	25	7	1516
19647330100776	S	North Valley Military Institute College Preparator	Los Angeles Unified	Los Angeles	23	94	13	*	*	*	*	*	1516
19647330100800	S	Central City Value	Los Angeles Unified	Los Angeles	117	356	90	29	51	35	17	19	1516
19647330101196	S	View Park Preparatory Accelerated High	Los Angeles Unified	Los Angeles	165	515	61	73	38	3	0	0	1516
19647330101659	S	Crenshaw Arts-Technology Charter High	Los Angeles Unified	Los Angeles	33	99	4	*	*	*	*	*	1516
19647330101675	S	Oscar De La Hoya Animo Charter High	Los Angeles Unified	Los Angeles	148	453	166	81	74	58	50	20	1516
19647330101683	S	Renaissance Arts Academy	Los Angeles Unified	Los Angeles	42	115	0	N/A	N/A	N/A	N/A	N/A	1516
19647330102137	S	Aggeler Community Day	Los Angeles Unified	Los Angeles	18	56	1	*	*	*	*	*	1516
19647330102434	S	Animo South Los Angeles Charter	Los Angeles Unified	Los Angeles	149	438	129	93	59	36	21	6	1516
19647330102541	S	New Designs Charter	Los Angeles Unified	Los Angeles	77	263	118	134	36	17	15	5	1516
19647330102764	S	Richard A. Alonzo Community Day	Los Angeles Unified	Los Angeles	36	157	1	*	*	*	*	*	1516
19647330102913	S	Middle College High	Los Angeles Unified	Los Angeles	107	300	160	103	86	28	14	9	1516
19647330102921	S	Harbor Teacher Preparation Academy	Los Angeles Unified	Los Angeles	92	313	233	94	146	113	46	62	1516
19647330106351	S	Ivy Academia	Los Angeles Unified	Los Angeles	48	160	49	23	36	13	5	3	1516
19647330106435	S	Camino Nuevo Charter High	Los Angeles Unified	Los Angeles	34	227	28	4	3	11	13	3	1516
19647330106831	S	Animo Venice Charter High	Los Angeles Unified	Los Angeles	127	433	136	71	95	45	17	14	1516
19647330106849	S	Animo Pat Brown	Los Angeles Unified	Los Angeles	146	444	112	42	68	51	31	28	1516
19647330106864	S	Alliance Gertz-Ressler Richard Merkin 6-12 Complex	Los Angeles Unified	Los Angeles	122	383	186	88	91	78	49	22	1516
19647330106997	S	Orthopaedic Hospital	Los Angeles Unified	Los Angeles	185	589	264	94	134	129	72	32	1516
19647330107003	S	Northridge Academy High	Los Angeles Unified	Los Angeles	215	767	190	110	99	42	35	12	1516
19647330107011	S	International Studies Learning Center at Legacy Hi	Los Angeles Unified	Los Angeles	109	342	133	73	78	42	12	6	1516
19647330107755	S	Port of Los Angeles High	Los Angeles Unified	Los Angeles	220	708	149	30	44	56	43	37	1516
19647330108878	S	CHAMPS - Charter HS of Arts-Multimedia & Performin	Los Angeles Unified	Los Angeles	190	611	161	83	74	59	47	24	1516
19647330108894	S	Alliance Judy Ivie Burton Technology Academy High	Los Angeles Unified	Los Angeles	134	432	261	191	120	50	41	26	1516
19647330108928	S	Larchmont Charter	Los Angeles Unified	Los Angeles	46	184	72	32	42	27	16	1	1516
19647330108936	S	Alliance Collins Family College-Ready High	Los Angeles Unified	Los Angeles	146	442	238	214	115	60	47	21	1516
19647330109322	S	Pacific Boulevard	Los Angeles Unified	Los Angeles	25	32	0	N/A	N/A	N/A	N/A	N/A	1516
19647330109447	S	Santee Education Complex	Los Angeles Unified	Los Angeles	318	1098	470	483	160	82	50	18	1516
19647330109454	S	South East High	Los Angeles Unified	Los Angeles	445	1504	454	219	211	180	93	50	1516
19647330109462	S	Maywood Academy High	Los Angeles Unified	Los Angeles	279	1012	220	155	81	62	34	14	1516
19647330109512	S	Cal Burke High	Los Angeles Unified	Los Angeles	74	157	1	*	*	*	*	*	1516
19647330110304	S	Los Angeles Academy of Arts & Enterprise Charter	Los Angeles Unified	Los Angeles	28	136	34	24	3	6	4	6	1516
19647330110668	S	Frida Kahlo High	Los Angeles Unified	Los Angeles	47	123	2	*	*	*	*	*	1516
19647330111484	S	New Village Girls Academy	Los Angeles Unified	Los Angeles	27	80	0	N/A	N/A	N/A	N/A	N/A	1516
19647330111492	S	Alliance Patti And Peter Neuwirth Leadership Acade	Los Angeles Unified	Los Angeles	119	467	317	497	105	61	31	15	1516
19647330111500	S	Alliance Dr. Olga Mohan High	Los Angeles Unified	Los Angeles	105	331	165	90	102	72	44	34	1516
19647330111575	S	Animo Ralph Bunche Charter High	Los Angeles Unified	Los Angeles	141	445	106	37	22	32	35	12	1516
19647330111583	S	Animo Jackie Robinson High	Los Angeles Unified	Los Angeles	151	446	92	69	38	33	24	7	1516
19647330111625	S	Animo Watts College Preparatory Academy	Los Angeles Unified	Los Angeles	116	389	76	35	28	15	27	15	1516
19647330111641	S	Alliance Ouchi-O'Donovan 6-12 Complex	Los Angeles Unified	Los Angeles	122	404	157	133	71	44	20	6	1516
19647330111658	S	Alliance Marc & Eva Stern Math and Science	Los Angeles Unified	Los Angeles	168	455	274	135	140	125	81	25	1516
19647330112029	S	School of Business and Tourism at Contreras Learni	Los Angeles Unified	Los Angeles	109	284	0	N/A	N/A	N/A	N/A	N/A	1516
19647330112037	S	East Valley Senior High	Los Angeles Unified	Los Angeles	139	435	120	121	40	14	10	5	1516
19647330112045	S	Arleta High	Los Angeles Unified	Los Angeles	313	1094	242	206	109	61	27	9	1516
19647330112052	S	Panorama High	Los Angeles Unified	Los Angeles	298	962	148	127	69	32	25	16	1516
19647330112508	S	Bright Star Secondary Charter Academy	Los Angeles Unified	Los Angeles	112	411	141	47	60	50	59	41	1516
19647330112862	S	Student Empowerment Academy	Los Angeles Unified	Los Angeles	46	194	1	*	*	*	*	*	1516
19647330112870	S	Contreras Learning Center-Los Angeles School of Gl	Los Angeles Unified	Los Angeles	90	269	1	*	*	*	*	*	1516
19647330114850	S	West Adams Preparatory High	Los Angeles Unified	Los Angeles	365	1060	192	130	59	35	39	15	1516
19647330115030	S	Magnolia Science Academy 3	Los Angeles Unified	Los Angeles	34	124	61	46	26	21	14	6	1516
19647330115212	S	Magnolia Science Academy 2	Los Angeles Unified	Los Angeles	48	133	42	23	32	18	5	5	1516
19647330115253	S	Discovery Charter Preparatory #2	Los Angeles Unified	Los Angeles	59	203	49	17	8	17	13	4	1516
19647330116509	S	Alliance Morgan McKinzie High	Los Angeles Unified	Los Angeles	63	218	123	159	57	20	11	4	1516
19647330117051	S	Edward R. Roybal Learning Center	Los Angeles Unified	Los Angeles	255	841	297	278	123	68	46	20	1516
19647330117069	S	Helen Bernstein High	Los Angeles Unified	Los Angeles	120	372	83	102	19	5	10	11	1516
19647330117077	S	APEX Academy	Los Angeles Unified	Los Angeles	102	252	56	86	18	11	4	0	1516
19647330117598	S	Alliance Health Services Academy High	Los Angeles Unified	Los Angeles	98	320	104	79	51	28	20	14	1516
19647330117606	S	Alliance Leichtman-Levine Family Foundation Enviro	Los Angeles Unified	Los Angeles	120	390	252	145	120	78	37	26	1516
19647330117622	S	Magnolia Science Academy 4	Los Angeles Unified	Los Angeles	21	73	40	12	12	7	8	2	1516
19647330117721	S	Contreras Learning Center-Academic Leadership Comm	Los Angeles Unified	Los Angeles	88	305	224	208	87	56	32	21	1516
19647330117747	S	RFK Community Schools-Los Angeles High School of t	Los Angeles Unified	Los Angeles	85	288	113	69	40	33	13	7	1516
19647330117754	S	Los Angeles Teacher Preparatory Academy	Los Angeles Unified	Los Angeles	36	177	0	N/A	N/A	N/A	N/A	N/A	1516
19647330117762	S	RFK Community Schools-for the Visual Arts and Huma	Los Angeles Unified	Los Angeles	66	270	94	39	42	40	24	7	1516
19647330117911	S	New Millennium Secondary	Los Angeles Unified	Los Angeles	43	112	2	*	*	*	*	*	1516
19647330118588	S	Alain Leroy Locke College Preparatory Academy	Los Angeles Unified	Los Angeles	477	1321	206	169	95	49	24	21	1516
19647330119651	S	Sun Valley High	Los Angeles Unified	Los Angeles	89	317	90	117	25	15	8	0	1516
19647330119685	S	RFK Community Schools-New Open World Academy K-12	Los Angeles Unified	Los Angeles	36	192	38	46	22	12	2	2	1516
19647330119693	S	RFK Community Schools-UCLA Community K-12	Los Angeles Unified	Los Angeles	110	296	94	50	30	26	26	9	1516
19647330119727	S	Ramon C. Cortines School of Visual and Performing	Los Angeles Unified	Los Angeles	361	1172	440	232	195	158	110	76	1516
19647330119966	S	Felicitas and Gonzalo Mendez High	Los Angeles Unified	Los Angeles	166	615	118	71	47	16	10	18	1516
19647330120071	S	New Designs Charter School-Watts	Los Angeles Unified	Los Angeles	14	111	30	51	6	4	1	1	1516
19647330120360	S	Daniel Pearl Journalism & Communications Magnet	Los Angeles Unified	Los Angeles	93	265	115	49	67	49	26	8	1516
19647330121095	S	RFK Community Schools-Ambassador-Global Leadership	Los Angeles Unified	Los Angeles	79	276	85	79	46	31	15	2	1516
19647330121285	S	Alliance Cindy and Bill Simon Technology Academy H	Los Angeles Unified	Los Angeles	133	377	131	137	49	24	15	4	1516
19647330121293	S	Alliance Tennenbaum Family Technology High	Los Angeles Unified	Los Angeles	132	319	124	59	57	55	38	15	1516
19647330122275	S	Environmental and Social Policy Magnet	Los Angeles Unified	Los Angeles	46	108	37	31	21	4	2	0	1516
19647330122333	S	Math, Science, & Technology Magnet Academy at Roos	Los Angeles Unified	Los Angeles	98	320	146	113	65	39	23	11	1516
19647330122341	S	Esteban Torres East LA Performing Arts Magnet	Los Angeles Unified	Los Angeles	100	320	88	174	37	16	7	0	1516
19647330122358	S	Humanitas Academy of Art and Technology at Esteban	Los Angeles Unified	Los Angeles	75	289	75	21	24	21	18	6	1516
19647330122366	S	Social Justice Leadership Academy at Esteban E. To	Los Angeles Unified	Los Angeles	85	267	107	95	40	17	11	3	1516
19647330122374	S	East Los Angeles Renaissance Academy at Esteban E.	Los Angeles Unified	Los Angeles	74	279	74	78	36	22	18	6	1516
19647330122382	S	Engineering and Technology Academy at Esteban E. T	Los Angeles Unified	Los Angeles	79	273	67	77	39	22	7	3	1516
19647330122606	S	PUC Lakeview Charter High	Los Angeles Unified	Los Angeles	115	297	127	63	65	37	29	13	1516
19647330122721	S	Aspire Pacific Academy	Los Angeles Unified	Los Angeles	144	144	95	99	31	44	32	11	1516
19647330123133	S	Alliance Susan and Eric Smidt Technology High	Los Angeles Unified	Los Angeles	132	364	230	334	116	50	21	12	1516
19647330123141	S	Alliance College-Ready Academy High 16	Los Angeles Unified	Los Angeles	92	205	96	68	59	35	24	12	1516
19647330124362	S	Valley Academy of Arts and Sciences	Los Angeles Unified	Los Angeles	323	897	440	514	227	69	29	20	1516
19647330124370	S	Cesar E. Chavez Learning Academy - Arts/Theatre/En	Los Angeles Unified	Los Angeles	120	376	75	72	20	12	9	1	1516
19647330124388	S	Cesar E. Chavez Learning Academies-Social Justice	Los Angeles Unified	Los Angeles	119	384	141	113	54	39	19	22	1516
19647330124396	S	Cesar E. Chavez Learning Academies-Academy of Scie	Los Angeles Unified	Los Angeles	99	333	109	100	45	21	12	4	1516
19647330124404	S	Cesar E. Chavez Learning Academies-Teacher Prepara	Los Angeles Unified	Los Angeles	115	377	70	36	9	25	12	3	1516
19647330124412	S	Los Angeles River at Sonia Sotomayor Learning Acad	Los Angeles Unified	Los Angeles	40	181	38	18	10	5	10	3	1516
19647330124420	S	School of History and Dramatic Arts at Sonia Sotom	Los Angeles Unified	Los Angeles	89	284	74	68	38	28	12	2	1516
19647330124479	S	Dr. Maya Angelou Community High	Los Angeles Unified	Los Angeles	200	633	101	107	26	13	3	3	1516
19647330124487	S	Public Service Community at Diego Rivera Learning	Los Angeles Unified	Los Angeles	105	347	73	84	30	3	0	1	1516
19647330124495	S	Communication and Technology at Diego Rivera Learn	Los Angeles Unified	Los Angeles	105	361	72	85	16	5	3	0	1516
19647330124503	S	Green Design at Diego Rivera Learning Complex	Los Angeles Unified	Los Angeles	83	326	52	53	16	15	8	5	1516
19647330124511	S	Performing Arts Community at Diego Rivera Learning	Los Angeles Unified	Los Angeles	126	371	85	146	23	15	10	2	1516
19647330124529	S	Rancho Dominguez Preparatory	Los Angeles Unified	Los Angeles	146	487	155	184	69	18	13	10	1516
19647330124560	S	Synergy Quantum Academy	Los Angeles Unified	Los Angeles	118	427	109	76	93	46	15	29	1516
19647330124883	S	Animo College Preparatory Academy	Los Angeles Unified	Los Angeles	105	359	59	32	22	9	8	2	1516
19647330124891	S	Alliance Renee and Meyer Luskin Academy High	Los Angeles Unified	Los Angeles	96	394	119	44	76	42	10	3	1516
19647330124933	S	PUC Early College Academy for Leaders and Scholars	Los Angeles Unified	Los Angeles	106	315	100	26	52	27	21	21	1516
19647330124941	S	Alliance Margaret M. Bloomfield Technology Academy	Los Angeles Unified	Los Angeles	0	134	0	N/A	N/A	N/A	N/A	N/A	1516
19647330125864	S	USC Hybrid High	Los Angeles Unified	Los Angeles	89	321	95	47	40	34	30	25	1516
19647330125963	S	Leadership in Entertainment and Media Arts (LEMA)	Los Angeles Unified	Los Angeles	55	146	31	30	19	6	2	1	1516
19647330125989	S	STEM Academy at Bernstein High	Los Angeles Unified	Los Angeles	139	431	204	135	114	58	40	11	1516
19647330126136	S	Math and Science College Preparatory	Los Angeles Unified	Los Angeles	0	202	75	15	53	32	16	4	1516
19647330126185	S	Academy of Science and Engineering	Los Angeles Unified	Los Angeles	69	187	39	25	10	9	8	0	1516
19647330126474	S	Hilda L. Solis Learning Academy School of Technolo	Los Angeles Unified	Los Angeles	76	219	55	99	13	2	0	0	1516
19647330126482	S	Augustus F. Hawkins High A Critical Design and Gam	Los Angeles Unified	Los Angeles	142	392	100	130	29	18	6	1	1516
19647330126490	S	Augustus F. Hawkins High B Community Health Advoca	Los Angeles Unified	Los Angeles	73	333	68	44	17	9	13	5	1516
19647330126508	S	Augustus F. Hawkins High C Responsible Indigenous	Los Angeles Unified	Los Angeles	108	357	21	7	5	3	8	2	1516
19647330126516	S	Linda Esperanza Marquez High A Huntington Park Ins	Los Angeles Unified	Los Angeles	142	499	206	145	79	82	37	13	1516
19647330126524	S	Linda Esperanza Marquez High B LIBRA Academy	Los Angeles Unified	Los Angeles	154	455	128	79	81	49	32	17	1516
19647330126532	S	Linda Esperanza Marquez High C School of Social Ju	Los Angeles Unified	Los Angeles	108	367	115	71	57	26	29	8	1516
19647330126540	S	Science, Technology, Engineering, Arts and Mathema	Los Angeles Unified	Los Angeles	112	386	104	89	42	19	19	3	1516
19647330126557	S	Visual and Performing Arts at Legacy High School C	Los Angeles Unified	Los Angeles	69	276	78	53	25	14	9	10	1516
19647330126573	S	Academy for Multilingual Arts and Science at Mervy	Los Angeles Unified	Los Angeles	127	453	51	68	13	5	1	0	1516
19647330126615	S	Academies of Education and Empowerment at Carson H	Los Angeles Unified	Los Angeles	116	397	207	263	111	38	19	5	1516
19647330126623	S	Academy of Medical Arts at Carson High	Los Angeles Unified	Los Angeles	121	335	148	152	112	24	9	2	1516
19647330127217	S	Alliance Alice M. Baxter College-Ready High	Los Angeles Unified	Los Angeles	0	77	102	107	19	5	4	0	1516
19647330127787	S	Humanities and Arts (HARTS) Academy of Los Angeles	Los Angeles Unified	Los Angeles	81	330	67	52	32	13	6	0	1516
19647330127795	S	Contreras Learning Center-School of Social Justice	Los Angeles Unified	Los Angeles	103	344	106	126	48	22	12	1	1516
19647330127803	S	Early College Academy-LA Trade Tech College	Los Angeles Unified	Los Angeles	101	182	0	N/A	N/A	N/A	N/A	N/A	1516
19647330127852	S	Executive Preparatory Academy of Finance	Los Angeles Unified	Los Angeles	0	130	22	25	4	1	0	0	1516
19647330127878	S	Pathways Community	Los Angeles Unified	Los Angeles	0	115	0	N/A	N/A	N/A	N/A	N/A	1516
19647330127894	S	Valor Academy High	Los Angeles Unified	Los Angeles	0	209	111	29	62	46	23	18	1516
19647330127910	S	Camino Nuevo High No. 2	Los Angeles Unified	Los Angeles	115	352	126	85	65	39	15	11	1516
19647330128355	S	The Incubator	Los Angeles Unified	Los Angeles	0	0	1	*	*	*	*	*	1516
