cds	rtype	sname	dname	cname	enroll12	enroll1012	NumTstTakr	NumScr1	NumScr2	NumScr3	NumScr4	NumScr5	year
00000000000000	X				492835	1453807	353542	135358	155259	155111	124762	93581	1516
01000000000000	C			Alameda	16662	50183	14351	4277	4783	6060	6228	6412	1516
01100170000000	D		Alameda County Office of Education	Alameda	263	642	72	54	11	15	12	2	1516
01100170112607	S	Envision Academy for Arts & Technology	Alameda County Office of Education	Alameda	88	292	72	54	11	15	12	2	1516
01316170131763	S	California School for the Deaf-Fremont	California School for the Deaf-Fremont (State Spec	Alameda	82	171	6	*	*	*	*	*	1516
01611190000000	D		Alameda Unified	Alameda	858	2671	809	188	387	451	340	244	1516
01611190106401	S	Alameda Science and Technology Institute	Alameda Unified	Alameda	37	131	0	N/A	N/A	N/A	N/A	N/A	1516
01611190119222	S	Nea Community Learning Center	Alameda Unified	Alameda	25	88	2	*	*	*	*	*	1516
01611190130229	S	Alameda High	Alameda Unified	Alameda	381	1253	611	148	295	349	269	213	1516
01611190130609	S	Alameda Community Learning Center	Alameda Unified	Alameda	52	157	2	*	*	*	*	*	1516
01611190130625	S	Alternatives in Action	Alameda Unified	Alameda	31	124	0	N/A	N/A	N/A	N/A	N/A	1516
01611190132142	S	Encinal Junior/Senior High	Alameda Unified	Alameda	243	784	0	N/A	N/A	N/A	N/A	N/A	1516
01611270000000	D		Albany City Unified	Alameda	300	920	278	21	69	158	189	153	1516
01611270130450	S	Albany High	Albany City Unified	Alameda	285	901	278	21	69	158	189	153	1516
01611430000000	D		Berkeley Unified	Alameda	922	2715	859	241	326	415	387	349	1516
01611430122697	S	REALM Charter High	Berkeley Unified	Alameda	77	262	63	53	24	9	8	6	1516
01611430131177	S	Berkeley High	Berkeley Unified	Alameda	798	2374	796	188	302	406	379	343	1516
01611500000000	D		Castro Valley Unified	Alameda	789	2332	475	29	132	234	238	256	1516
01611500132225	S	Castro Valley High	Castro Valley Unified	Alameda	702	2185	470	26	129	231	238	256	1516
01611500135533	S	Redwood Continuation High	Castro Valley Unified	Alameda	82	139	5	*	*	*	*	*	1516
01611680000000	D		Emery Unified	Alameda	50	130	10	*	*	*	*	*	1516
01611680132746	S	Emery Secondary	Emery Unified	Alameda	50	130	10	*	*	*	*	*	1516
01611760000000	D		Fremont Unified	Alameda	2548	7604	2930	346	806	1252	1648	2264	1516
01611760130062	S	American High	Fremont Unified	Alameda	444	1510	718	106	322	395	392	357	1516
01611760130138	S	Robertson High (Continuation)	Fremont Unified	Alameda	118	204	3	*	*	*	*	*	1516
01611760130435	S	Vista Alternative	Fremont Unified	Alameda	17	24	1	*	*	*	*	*	1516
01611760130534	S	Circle of Independent Learning	Fremont Unified	Alameda	40	119	3	*	*	*	*	*	1516
01611760134270	S	Irvington High	Fremont Unified	Alameda	553	1714	658	27	95	231	337	544	1516
01611760134452	S	John F. Kennedy High	Fremont Unified	Alameda	369	1074	221	109	143	100	55	36	1516
01611760135244	S	Mission San Jose High	Fremont Unified	Alameda	545	1569	1018	69	134	381	714	1208	1516
01611760138693	S	Washington High	Fremont Unified	Alameda	425	1347	308	33	109	144	149	118	1516
01611920000000	D		Hayward Unified	Alameda	1490	4707	1041	636	468	350	214	106	1516
01611920108670	S	Leadership Public Schools - Hayward	Hayward Unified	Alameda	113	382	224	149	76	61	38	22	1516
01611920113902	S	Impact Academy of Arts & Technology	Hayward Unified	Alameda	108	341	201	204	39	32	19	9	1516
01611920127944	S	Silver Oak High Public Montessori Charter	Hayward Unified	Alameda	15	104	0	N/A	N/A	N/A	N/A	N/A	1516
01611920133629	S	Hayward High	Hayward Unified	Alameda	342	1175	257	78	153	105	77	41	1516
01611920135319	S	Mt. Eden High	Hayward Unified	Alameda	430	1485	172	68	95	98	41	18	1516
01611920138339	S	Tennyson High	Hayward Unified	Alameda	307	987	187	137	105	54	39	16	1516
01612000000000	D		Livermore Valley Joint Unified	Alameda	1076	3326	812	138	267	409	388	251	1516
01612000120931	S	Livermore Valley Charter Preparatory High	Livermore Valley Joint Unified	Alameda	93	307	107	46	35	29	21	20	1516
01612000130393	S	Vineyard Alternative	Livermore Valley Joint Unified	Alameda	28	71	0	N/A	N/A	N/A	N/A	N/A	1516
01612000133397	S	Granada High	Livermore Valley Joint Unified	Alameda	473	1488	417	47	126	224	240	144	1516
01612000134536	S	Livermore High	Livermore Valley Joint Unified	Alameda	405	1321	288	45	106	156	127	87	1516
01612340000000	D		Newark Unified	Alameda	517	1401	279	118	148	139	78	48	1516
01612340130054	S	Newark Memorial High	Newark Unified	Alameda	444	1295	278	118	148	139	77	47	1516
01612340130484	S	Crossroads High (Alternative)	Newark Unified	Alameda	23	39	0	N/A	N/A	N/A	N/A	N/A	1516
01612340135426	S	Bridgepoint High (Continuation)	Newark Unified	Alameda	49	66	1	*	*	*	*	*	1516
01612420000000	D		New Haven Unified	Alameda	1132	3158	753	257	409	377	222	148	1516
01612420126763	S	Decoto School for Independent Study	New Haven Unified	Alameda	84	137	0	N/A	N/A	N/A	N/A	N/A	1516
01612420134668	S	James Logan High	New Haven Unified	Alameda	920	2854	753	257	409	377	222	148	1516
01612590000000	D		Oakland Unified	Alameda	3020	9403	2100	1362	663	597	418	326	1516
01612590100065	S	Oakland Unity High	Oakland Unified	Alameda	66	221	64	44	21	30	11	3	1516
01612590100701	S	MetWest High	Oakland Unified	Alameda	41	123	0	N/A	N/A	N/A	N/A	N/A	1516
01612590106906	S	Bay Area Technology	Oakland Unified	Alameda	23	90	24	32	0	0	0	1	1516
01612590108944	S	Lighthouse Community Charter High	Oakland Unified	Alameda	59	180	25	0	0	7	11	7	1516
01612590110189	S	McClymonds High	Oakland Unified	Alameda	57	226	39	45	2	1	1	0	1516
01612590111856	S	American Indian Public High	Oakland Unified	Alameda	29	143	219	231	71	38	17	11	1516
01612590112797	S	Coliseum College Prep Academy	Oakland Unified	Alameda	61	197	125	110	12	12	8	3	1516
01612590114868	S	Oakland Charter High	Oakland Unified	Alameda	66	277	151	89	94	65	28	23	1516
01612590115238	S	ARISE High	Oakland Unified	Alameda	53	188	1	*	*	*	*	*	1516
01612590115386	S	Civicorps Corpsmember Academy	Oakland Unified	Alameda	78	78	0	N/A	N/A	N/A	N/A	N/A	1516
01612590115667	S	Oakland International High	Oakland Unified	Alameda	82	297	16	1	2	2	9	2	1516
01612590118224	S	Aspire Golden State College Preparatory Academy	Oakland Unified	Alameda	65	207	49	53	0	0	0	0	1516
01612590119859	S	Gateway to College at Laney College	Oakland Unified	Alameda	62	87	0	N/A	N/A	N/A	N/A	N/A	1516
01612590125161	S	Castlemont High	Oakland Unified	Alameda	124	375	72	86	14	14	9	6	1516
01612590125716	S	Fremont High	Oakland Unified	Alameda	134	550	96	73	28	20	15	3	1516
01612590126748	S	LPS Oakland R & D Campus	Oakland Unified	Alameda	81	217	99	30	32	28	22	7	1516
01612590130179	S	Street Academy (Alternative)	Oakland Unified	Alameda	24	92	2	*	*	*	*	*	1516
01612590130575	S	LIFE Academy	Oakland Unified	Alameda	73	210	41	43	17	10	4	2	1516
01612590130617	S	Oakland Military Institute, College Preparatory Ac	Oakland Unified	Alameda	68	249	76	55	26	17	7	2	1516
01612590130666	S	Aspire Lionel Wilson College Preparatory Academy	Oakland Unified	Alameda	137	279	32	3	4	14	11	5	1516
01612590132555	S	Conservatory of Vocal/Instrumental Arts High	Oakland Unified	Alameda	0	16	10	*	*	*	*	*	1516
01612590135905	S	Oakland High	Oakland Unified	Alameda	322	1130	199	216	65	37	16	4	1516
01612590136051	S	Oakland Technical High	Oakland Unified	Alameda	469	1489	376	78	102	174	172	193	1516
01612590137943	S	Skyline High	Oakland Unified	Alameda	349	1297	244	114	142	94	46	19	1516
01612593030772	S	Oakland School for the Arts	Oakland Unified	Alameda	86	307	69	3	10	29	28	34	1516
01612596066450	S	Madison Park Academy 6-12	Oakland Unified	Alameda	0	189	71	50	16	3	1	1	1516
01612596114011	S	Independent Study, Sojourner Truth	Oakland Unified	Alameda	71	161	0	N/A	N/A	N/A	N/A	N/A	1516
01612750000000	D		Piedmont City Unified	Alameda	208	643	250	29	29	95	149	194	1516
01612750130286	S	Millennium High Alternative	Piedmont City Unified	Alameda	24	60	1	*	*	*	*	*	1516
01612750136515	S	Piedmont High	Piedmont City Unified	Alameda	178	574	249	29	28	93	149	194	1516
01612910000000	D		San Leandro Unified	Alameda	699	2060	440	267	193	156	122	62	1516
01612910137588	S	San Leandro High	San Leandro Unified	Alameda	619	1929	440	267	193	156	122	62	1516
01613090000000	D		San Lorenzo Unified	Alameda	975	3018	876	426	376	290	195	140	1516
01613090111799	S	East Bay Arts High	San Lorenzo Unified	Alameda	24	130	0	N/A	N/A	N/A	N/A	N/A	1516
01613090114421	S	KIPP King Collegiate High	San Lorenzo Unified	Alameda	113	386	258	115	111	90	59	44	1516
01613090130849	S	Arroyo High	San Lorenzo Unified	Alameda	445	1357	436	216	181	156	101	72	1516
01613090137810	S	San Lorenzo High	San Lorenzo Unified	Alameda	300	1006	182	95	84	44	35	24	1516
01750930000000	D		Dublin Unified	Alameda	523	1632	627	60	193	350	352	325	1516
01750930132704	S	Dublin High	Dublin Unified	Alameda	489	1576	627	60	193	350	352	325	1516
01751010000000	D		Pleasanton Unified	Alameda	1203	3627	1734	93	305	769	1275	1540	1516
01751010130096	S	Foothill High	Pleasanton Unified	Alameda	487	1551	738	56	184	382	479	495	1516
01751010130583	S	Amador Valley High	Pleasanton Unified	Alameda	638	1933	996	37	121	387	796	1045	1516
03000000000000	C			Amador	326	1019	229	60	135	126	81	23	1516
03100330000000	D		Amador County Office of Education	Amador	18	45	0	N/A	N/A	N/A	N/A	N/A	1516
03739810000000	D		Amador County Unified	Amador	308	974	229	60	135	126	81	23	1516
03739810330050	S	North Star Independent Study	Amador County Unified	Amador	28	51	0	N/A	N/A	N/A	N/A	N/A	1516
03739810330753	S	Amador High	Amador County Unified	Amador	140	470	119	29	68	68	50	16	1516
03739810334755	S	Argonaut High	Amador County Unified	Amador	112	398	110	31	67	58	31	7	1516
04000000000000	C			Butte	2445	7172	1109	298	517	506	390	197	1516
04100410000000	D		Butte County Office of Education	Butte	119	386	0	N/A	N/A	N/A	N/A	N/A	1516
04100410114991	S	CORE Butte Charter	Butte County Office of Education	Butte	73	248	0	N/A	N/A	N/A	N/A	N/A	1516
04100410430090	S	Learning Community Charter	Butte County Office of Education	Butte	34	100	0	N/A	N/A	N/A	N/A	N/A	1516
04614080000000	D		Biggs Unified	Butte	42	124	18	5	5	4	6	3	1516
04614080430827	S	Biggs High	Biggs Unified	Butte	38	118	18	5	5	4	6	3	1516
04614240000000	D		Chico Unified	Butte	1094	3230	702	129	293	357	300	148	1516
04614240120394	S	Inspire School of Arts and Sciences	Chico Unified	Butte	95	317	39	3	13	29	19	15	1516
04614240430199	S	Oakdale	Chico Unified	Butte	58	96	0	N/A	N/A	N/A	N/A	N/A	1516
04614240431676	S	Chico High	Chico Unified	Butte	402	1290	419	75	180	206	168	90	1516
04614240437558	S	Pleasant Valley High	Chico Unified	Butte	445	1306	244	51	100	122	113	43	1516
04614320000000	D		Durham Unified	Butte	68	218	39	15	17	15	6	4	1516
04614320433201	S	Durham High	Durham Unified	Butte	68	218	39	15	17	15	6	4	1516
04614400000000	D		Feather Falls Union Elementary	Butte	12	37	0	N/A	N/A	N/A	N/A	N/A	1516
04614400121509	S	Ipakanni Early College Charter	Feather Falls Union Elementary	Butte	12	37	0	N/A	N/A	N/A	N/A	N/A	1516
04614570000000	D		Golden Feather Union Elementary	Butte	18	51	0	N/A	N/A	N/A	N/A	N/A	1516
04614570125252	S	Pivot Charter School North Valley	Golden Feather Union Elementary	Butte	18	51	0	N/A	N/A	N/A	N/A	N/A	1516
04615150000000	D		Oroville Union High	Butte	543	1635	168	115	115	56	27	8	1516
04615150434803	S	Las Plumas High	Oroville Union High	Butte	222	777	91	41	55	34	21	8	1516
04615150435602	S	Oroville High	Oroville Union High	Butte	239	699	76	74	60	21	6	0	1516
04615150437566	S	Prospect High (Continuation)	Oroville Union High	Butte	78	129	1	*	*	*	*	*	1516
04615310000000	D		Paradise Unified	Butte	369	1019	85	21	50	46	22	16	1516
04615310121715	S	Paradise eLearning Charter Academy	Paradise Unified	Butte	17	51	1	*	*	*	*	*	1516
04615310437350	S	Paradise Senior High	Paradise Unified	Butte	260	785	84	20	49	46	22	16	1516
04615316112585	S	HomeTech Charter	Paradise Unified	Butte	33	73	0	N/A	N/A	N/A	N/A	N/A	1516
04755070000000	D		Gridley Unified	Butte	180	472	97	13	37	28	29	18	1516
04755070433946	S	Esperanza High (Continuation)	Gridley Unified	Butte	20	33	1	*	*	*	*	*	1516
04755070433953	S	Gridley High	Gridley Unified	Butte	160	439	96	13	37	27	28	18	1516
05000000000000	C			Calaveras	498	1492	177	55	77	57	43	18	1516
05100580000000	D		Calaveras County Office of Education	Calaveras	66	196	0	N/A	N/A	N/A	N/A	N/A	1516
05100580530154	S	Mountain Oaks	Calaveras County Office of Education	Calaveras	60	171	0	N/A	N/A	N/A	N/A	N/A	1516
05615560000000	D		Bret Harte Union High	Calaveras	174	528	98	23	56	45	30	17	1516
05615560530121	S	John Vierra High	Bret Harte Union High	Calaveras	9	16	0	N/A	N/A	N/A	N/A	N/A	1516
05615560532507	S	Bret Harte Union High	Bret Harte Union High	Calaveras	152	487	98	23	56	45	30	17	1516
05615640000000	D		Calaveras Unified	Calaveras	258	768	79	32	21	12	13	1	1516
05615640530055	S	Calaveras Unified Alternative-Sierra Hills Educati	Calaveras Unified	Calaveras	10	35	0	N/A	N/A	N/A	N/A	N/A	1516
05615640531509	S	Calaveras High	Calaveras Unified	Calaveras	236	706	79	32	21	12	13	1	1516
06000000000000	C			Colusa	356	1064	131	98	67	39	29	12	1516
06615980000000	D		Colusa Unified	Colusa	110	328	13	*	*	*	*	*	1516
06615980630046	S	Colusa Alternative Home	Colusa Unified	Colusa	20	41	0	N/A	N/A	N/A	N/A	N/A	1516
06615980631259	S	Colusa High	Colusa Unified	Colusa	80	269	13	*	*	*	*	*	1516
06616060000000	D		Maxwell Unified	Colusa	30	82	1	*	*	*	*	*	1516
06616060634758	S	Maxwell Sr High	Maxwell Unified	Colusa	30	82	1	*	*	*	*	*	1516
06616140000000	D		Pierce Joint Unified	Colusa	122	350	65	23	25	22	17	8	1516
06616140635250	S	Pierce High	Pierce Joint Unified	Colusa	113	333	65	23	25	22	17	8	1516
06616220000000	D		Williams Unified	Colusa	92	297	52	64	35	11	9	2	1516
06616220637504	S	Williams Junior/Senior High	Williams Unified	Colusa	85	275	52	64	35	11	9	2	1516
07000000000000	C			Contra Costa	13472	40857	11287	3349	3796	4526	4635	4131	1516
07100740000000	D		Contra Costa County Office of Education	Contra Costa	631	2022	441	204	179	167	105	37	1516
07100740114470	S	Making Waves Academy	Contra Costa County Office of Education	Contra Costa	72	230	90	62	40	21	6	1	1516
07100740731380	S	Clayton Valley Charter High	Contra Costa County Office of Education	Contra Costa	465	1503	351	142	139	146	99	36	1516
07616300000000	D		Acalanes Union High	Contra Costa	1319	4113	1943	57	335	839	1190	1290	1516
07616300107524	S	Acalanes Center for Independent Study	Acalanes Union High	Contra Costa	28	39	0	N/A	N/A	N/A	N/A	N/A	1516
07616300730283	S	Acalanes High	Acalanes Union High	Contra Costa	347	1061	467	13	83	210	265	283	1516
07616300731125	S	Campolindo High	Acalanes Union High	Contra Costa	303	947	519	9	89	239	372	316	1516
07616300733725	S	Las Lomas High	Acalanes Union High	Contra Costa	359	1151	488	26	109	231	251	260	1516
07616300734244	S	Miramonte High	Acalanes Union High	Contra Costa	275	899	469	9	54	159	302	431	1516
07616480000000	D		Antioch Unified	Contra Costa	1580	4234	616	267	351	224	114	75	1516
07616480110494	S	Bidwell Continuation High	Antioch Unified	Contra Costa	141	201	1	*	*	*	*	*	1516
07616480117218	S	Dozier-Libbey Medical High	Antioch Unified	Contra Costa	139	489	162	49	94	70	35	8	1516
07616480730259	S	Prospects High (Alternative)	Antioch Unified	Contra Costa	178	277	0	N/A	N/A	N/A	N/A	N/A	1516
07616480730465	S	Deer Valley High	Antioch Unified	Contra Costa	646	1837	290	107	160	125	63	47	1516
07616480730861	S	Antioch High	Antioch Unified	Contra Costa	343	1225	163	111	97	28	16	20	1516
07616630000000	D		Byron Union Elementary	Contra Costa	60	148	0	N/A	N/A	N/A	N/A	N/A	1516
07616630130930	S	Vista Oaks Charter	Byron Union Elementary	Contra Costa	60	148	0	N/A	N/A	N/A	N/A	N/A	1516
07616970000000	D		John Swett Unified	Contra Costa	151	468	56	15	25	21	14	10	1516
07616970737023	S	John Swett High	John Swett Unified	Contra Costa	135	433	56	15	25	21	14	10	1516
07617210000000	D		Liberty Union High	Contra Costa	2116	6125	1503	505	650	692	460	237	1516
07617210107797	S	Heritage High	Liberty Union High	Contra Costa	596	1888	581	126	220	288	228	144	1516
07617210730457	S	Freedom High	Liberty Union High	Contra Costa	576	1885	371	176	183	130	68	24	1516
07617210730572	S	Independence High	Liberty Union High	Contra Costa	209	320	0	N/A	N/A	N/A	N/A	N/A	1516
07617210733980	S	Liberty High	Liberty Union High	Contra Costa	630	1860	551	203	247	274	164	69	1516
07617390000000	D		Martinez Unified	Contra Costa	333	977	187	52	95	100	57	29	1516
07617390730440	S	Vicente Martinez High	Martinez Unified	Contra Costa	43	92	1	*	*	*	*	*	1516
07617390730473	S	Briones (Alternative)	Martinez Unified	Contra Costa	25	50	0	N/A	N/A	N/A	N/A	N/A	1516
07617390730549	S	Alhambra Senior High	Martinez Unified	Contra Costa	265	835	186	52	94	100	57	29	1516
07617540000000	D		Mt. Diablo Unified	Contra Costa	2030	6299	1263	365	411	493	446	263	1516
07617540730044	S	Northgate High	Mt. Diablo Unified	Contra Costa	382	1209	371	54	72	164	187	116	1516
07617540730317	S	Horizons School: Independent Study	Mt. Diablo Unified	Contra Costa	44	102	0	N/A	N/A	N/A	N/A	N/A	1516
07617540730358	S	Prospect High (Continuation)	Mt. Diablo Unified	Contra Costa	26	48	2	*	*	*	*	*	1516
07617540731646	S	College Park High	Mt. Diablo Unified	Contra Costa	424	1484	423	64	119	175	172	108	1516
07617540731836	S	Concord High	Mt. Diablo Unified	Contra Costa	315	1115	180	64	99	81	40	13	1516
07617540734566	S	Mt. Diablo High	Mt. Diablo Unified	Contra Costa	280	957	124	97	34	28	19	17	1516
07617540737809	S	Ygnacio Valley High	Mt. Diablo Unified	Contra Costa	201	786	163	86	87	44	27	8	1516
07617880000000	D		Pittsburg Unified	Contra Costa	676	2329	388	242	207	136	86	42	1516
07617880730184	S	Black Diamond High (Continuation)	Pittsburg Unified	Contra Costa	112	215	1	*	*	*	*	*	1516
07617880735407	S	Pittsburg Senior High	Pittsburg Unified	Contra Costa	559	2104	387	242	206	136	86	42	1516
07617960000000	D		West Contra Costa Unified	Contra Costa	2170	6656	1940	1474	950	508	328	143	1516
07617960101477	S	Leadership Public Schools: Richmond	West Contra Costa Unified	Contra Costa	115	362	192	63	95	70	72	27	1516
07617960132100	S	Aspire Richmond Ca. College Preparatory Academy	West Contra Costa Unified	Contra Costa	0	114	20	10	4	3	2	1	1516
07617960132233	S	John Henry High	West Contra Costa Unified	Contra Costa	0	30	15	1	8	8	5	5	1516
07617960730291	S	Middle College High	West Contra Costa Unified	Contra Costa	62	197	0	N/A	N/A	N/A	N/A	N/A	1516
07617960730325	S	Vista High (Alternative)	West Contra Costa Unified	Contra Costa	66	121	1	*	*	*	*	*	1516
07617960730598	S	Hercules High	West Contra Costa Unified	Contra Costa	247	751	415	410	210	94	49	10	1516
07617960732164	S	De Anza High	West Contra Costa Unified	Contra Costa	316	986	316	251	143	66	50	13	1516
07617960732941	S	El Cerrito High	West Contra Costa Unified	Contra Costa	328	1074	417	236	226	146	97	62	1516
07617960733659	S	John F. Kennedy High	West Contra Costa Unified	Contra Costa	175	644	162	176	51	18	8	3	1516
07617960735316	S	Pinole Valley High	West Contra Costa Unified	Contra Costa	278	867	162	136	120	44	18	15	1516
07617960735902	S	Richmond High	West Contra Costa Unified	Contra Costa	343	1107	240	191	92	59	27	7	1516
07618040000000	D		San Ramon Valley Unified	Contra Costa	2406	7438	2950	168	593	1346	1835	2005	1516
07618040113118	S	Dougherty Valley High	San Ramon Valley Unified	Contra Costa	596	1997	1133	64	163	454	731	1022	1516
07618040730051	S	California High	San Ramon Valley Unified	Contra Costa	615	1967	683	49	180	313	422	426	1516
07618040730218	S	Venture (Alternative)	San Ramon Valley Unified	Contra Costa	61	132	1	*	*	*	*	*	1516
07618040734368	S	Monte Vista High	San Ramon Valley Unified	Contra Costa	599	1734	566	19	82	285	385	291	1516
07618040736504	S	San Ramon Valley High	San Ramon Valley Unified	Contra Costa	504	1555	567	36	168	294	295	266	1516
07768100000000	D		SBE - Synergy	Contra Costa	0	48	0	N/A	N/A	N/A	N/A	N/A	1516
07768100125815	S	Synergy Education Project	SBE - Synergy	Contra Costa	0	48	0	N/A	N/A	N/A	N/A	N/A	1516
08000000000000	C			Del Norte	372	1002	77	22	37	23	13	11	1516
08100820000000	D		Del Norte County Office of Education	Del Norte	139	290	0	N/A	N/A	N/A	N/A	N/A	1516
08100820830059	S	Castle Rock	Del Norte County Office of Education	Del Norte	120	242	0	N/A	N/A	N/A	N/A	N/A	1516
08618200000000	D		Del Norte County Unified	Del Norte	233	712	77	22	37	23	13	11	1516
08618200833004	S	Del Norte High	Del Norte County Unified	Del Norte	195	636	77	22	37	23	13	11	1516
09000000000000	C			El Dorado	2238	6621	1566	178	567	951	886	615	1516
09100900000000	D		El Dorado County Office of Education	El Dorado	147	394	13	*	*	*	*	*	1516
09618530000000	D		El Dorado Union High	El Dorado	1700	5053	1345	102	469	880	838	591	1516
09618530930081	S	Oak Ridge High	El Dorado Union High	El Dorado	559	1788	633	43	226	420	410	356	1516
09618530930164	S	Union Mine High	El Dorado Union High	El Dorado	262	778	185	18	57	104	93	50	1516
09618530930214	S	EDUHSD Virtual Academy at Shenandoah	El Dorado Union High	El Dorado	23	75	2	*	*	*	*	*	1516
09618530932756	S	El Dorado High	El Dorado Union High	El Dorado	300	906	173	19	52	91	80	36	1516
09618530936302	S	Ponderosa High	El Dorado Union High	El Dorado	429	1312	352	22	134	264	253	148	1516
09619030000000	D		Lake Tahoe Unified	El Dorado	289	868	161	52	68	45	42	20	1516
09619030937805	S	South Tahoe High	Lake Tahoe Unified	El Dorado	228	755	161	52	68	45	42	20	1516
09737830000000	D		Black Oak Mine Unified	El Dorado	102	306	30	7	19	19	2	0	1516
09737830121566	S	American River Charter	Black Oak Mine Unified	El Dorado	4	19	0	N/A	N/A	N/A	N/A	N/A	1516
09737830930073	S	Golden Sierra Junior Senior High	Black Oak Mine Unified	El Dorado	90	272	30	7	19	19	2	0	1516
10000000000000	C			Fresno	14980	44142	9397	5364	4297	3397	2262	1175	1516
10101080000000	D		Fresno County Office of Education	Fresno	361	812	0	N/A	N/A	N/A	N/A	N/A	1516
10101080109991	S	Crescent View West Charter	Fresno County Office of Education	Fresno	189	345	0	N/A	N/A	N/A	N/A	N/A	1516
10101080119628	S	Big Picture Educational Academy	Fresno County Office of Education	Fresno	15	62	0	N/A	N/A	N/A	N/A	N/A	1516
10621170000000	D		Clovis Unified	Fresno	3209	9712	2347	530	1107	1335	1149	629	1516
10621170113555	S	Clovis North High	Clovis Unified	Fresno	587	1830	651	162	319	442	422	237	1516
10621170118018	S	Clovis Online Charter	Clovis Unified	Fresno	85	233	3	*	*	*	*	*	1516
10621171030196	S	Clovis West High	Clovis Unified	Fresno	497	1565	444	69	189	279	251	135	1516
10621171030469	S	Enterprise Alternative	Clovis Unified	Fresno	18	43	1	*	*	*	*	*	1516
10621171030501	S	Buchanan High	Clovis Unified	Fresno	665	1984	565	97	263	330	272	147	1516
10621171030683	S	Clovis East High	Clovis Unified	Fresno	478	1578	336	133	175	118	73	35	1516
10621171031004	S	Gateway High (Continuation)	Clovis Unified	Fresno	99	210	4	*	*	*	*	*	1516
10621171031053	S	Clovis High	Clovis Unified	Fresno	772	2232	343	67	159	162	128	73	1516
10621250000000	D		Coalinga-Huron Unified	Fresno	311	963	86	15	35	31	20	5	1516
10621251030477	S	Chesnut High (Continuation)	Coalinga-Huron Unified	Fresno	13	23	1	*	*	*	*	*	1516
10621251031376	S	Coalinga High	Coalinga-Huron Unified	Fresno	249	870	85	15	35	30	20	5	1516
10621580000000	D		Fowler Unified	Fresno	182	583	86	46	32	22	8	9	1516
10621581032150	S	Fowler High	Fowler Unified	Fresno	175	560	86	46	32	22	8	9	1516
10621660000000	D		Fresno Unified	Fresno	4928	14914	4257	3258	1731	1116	649	331	1516
10621660108555	S	Design Science Early College High	Fresno Unified	Fresno	52	164	1	*	*	*	*	*	1516
10621660114355	S	Sierra Charter	Fresno Unified	Fresno	111	241	0	N/A	N/A	N/A	N/A	N/A	1516
10621660114553	S	University High	Fresno Unified	Fresno	120	352	222	72	138	208	127	75	1516
10621660132134	S	Phillip J Patino School of Entrepreneurship	Fresno Unified	Fresno	0	107	0	N/A	N/A	N/A	N/A	N/A	1516
10621661030279	S	Bullard High	Fresno Unified	Fresno	612	1917	609	421	309	155	71	31	1516
10621661030287	S	J. E. Young Academic Center	Fresno Unified	Fresno	181	468	0	N/A	N/A	N/A	N/A	N/A	1516
10621661030295	S	Erma Duncan Polytechnical High	Fresno Unified	Fresno	209	695	217	174	66	29	23	14	1516
10621661030584	S	Cambridge Continuation High	Fresno Unified	Fresno	313	533	4	*	*	*	*	*	1516
10621661030642	S	School of Unlimited Learning	Fresno Unified	Fresno	107	200	0	N/A	N/A	N/A	N/A	N/A	1516
10621661030675	S	Sunnyside High	Fresno Unified	Fresno	676	2057	688	588	286	155	63	8	1516
10621661030840	S	Carter G. Woodson Public Charter	Fresno Unified	Fresno	155	292	0	N/A	N/A	N/A	N/A	N/A	1516
10621661031632	S	Dewolf Continuation High	Fresno Unified	Fresno	105	106	1	*	*	*	*	*	1516
10621661031897	S	Edison High	Fresno Unified	Fresno	543	1816	962	581	481	342	210	162	1516
10621661032507	S	Fresno High	Fresno Unified	Fresno	509	1711	142	1	36	49	45	12	1516
10621661032911	S	Herbert Hoover High	Fresno Unified	Fresno	361	1356	503	485	225	89	30	10	1516
10621661034214	S	McLane High	Fresno Unified	Fresno	407	1250	455	538	86	41	31	6	1516
10621661035831	S	Roosevelt High	Fresno Unified	Fresno	442	1569	451	394	101	48	47	12	1516
10621666112619	S	Fulton Special Education	Fresno Unified	Fresno	8	21	1	*	*	*	*	*	1516
10622570000000	D		Kingsburg Joint Union High	Fresno	286	906	142	41	81	65	22	3	1516
10622570124727	S	Kingsburg Independent Study High	Kingsburg Joint Union High	Fresno	17	30	0	N/A	N/A	N/A	N/A	N/A	1516
10622571033695	S	Kingsburg High	Kingsburg Joint Union High	Fresno	256	840	141	40	81	65	22	3	1516
10622571033729	S	Oasis Continuation High	Kingsburg Joint Union High	Fresno	13	36	1	*	*	*	*	*	1516
10622650000000	D		Kings Canyon Joint Unified	Fresno	735	2121	496	324	253	112	72	31	1516
10622650108092	S	Orange Cove High	Kings Canyon Joint Unified	Fresno	152	473	146	115	65	28	20	11	1516
10622650116640	S	Dunlap Leadership Academy	Kings Canyon Joint Unified	Fresno	36	73	1	*	*	*	*	*	1516
10622650126292	S	Reedley Middle College High	Kings Canyon Joint Unified	Fresno	19	83	12	*	*	*	*	*	1516
10622651030378	S	Mountain View (Alternative)	Kings Canyon Joint Unified	Fresno	66	100	1	*	*	*	*	*	1516
10622651035310	S	Reedley High	Kings Canyon Joint Unified	Fresno	395	1271	336	195	185	84	52	20	1516
10622810000000	D		Laton Joint Unified	Fresno	44	133	15	6	5	3	0	2	1516
