cds	rtype	sname	dname	cname	Enroll1012	Enroll12	NumTstTakr	NumScr1	NumScr2	NumScr3	NumScr4	NumScr5	year
19643941931823	S	Claremont High                                    	Claremont Unified                                 	Los Angeles    	1759	588	307	59	164	220	141	80	1415
19644360000000	D	                                                  	Covina-Valley Unified                             	Los Angeles    	3463	1157	946	467	491	355	198	89	1415
19644361932086	S	Covina High                                       	Covina-Valley Unified                             	Los Angeles    	984	305	321	170	161	98	48	21	1415
19644361936418	S	Northview High                                    	Covina-Valley Unified                             	Los Angeles    	994	313	262	176	135	86	44	15	1415
19644361938372	S	South Hills High                                  	Covina-Valley Unified                             	Los Angeles    	1361	460	363	121	195	171	106	53	1415
19644440000000	D	                                                  	Culver City Unified                               	Los Angeles    	1598	550	519	98	208	280	263	193	1415
19644441932201	S	Culver City High                                  	Culver City Unified                               	Los Angeles    	1539	510	519	98	208	280	263	193	1415
19644510000000	D	                                                  	Downey Unified                                    	Los Angeles    	6323	2154	1064	333	485	569	401	199	1415
19644511932441	S	Downey High                                       	Downey Unified                                    	Los Angeles    	3208	1025	536	84	190	280	235	146	1415
19644511939164	S	Warren High                                       	Downey Unified                                    	Los Angeles    	2820	908	528	249	295	289	166	53	1415
19644690000000	D	                                                  	Duarte Unified                                    	Los Angeles    	1119	405	153	96	78	31	22	11	1415
19644690128736	S	Opportunities for Learning - Duarte               	Duarte Unified                                    	Los Angeles    	302	111	0	NA	NA	NA	NA	NA	1415
19644691932482	S	Duarte High                                       	Duarte Unified                                    	Los Angeles    	756	257	152	95	78	31	22	11	1415
19644691936079	S	Mt. Olive Innovation and Technology High          	Duarte Unified                                    	Los Angeles    	59	36	1	*	*	*	*	*	1415
19645190000000	D	                                                  	El Monte Union High                               	Los Angeles    	6952	2471	1816	917	894	717	560	320	1415
19645191930320	S	Arroyo High                                       	El Monte Union High                               	Los Angeles    	1707	567	462	174	161	197	171	130	1415
19645191932664	S	El Monte High                                     	El Monte Union High                               	Los Angeles    	1372	468	364	132	196	158	100	58	1415
19645191932680	S	Mountain View High                                	El Monte Union High                               	Los Angeles    	1088	370	262	281	132	57	61	18	1415
19645191937481	S	Rosemead High                                     	El Monte Union High                               	Los Angeles    	1265	448	497	229	280	228	166	98	1415
19645191995661	S	South El Monte High                               	El Monte Union High                               	Los Angeles    	1046	317	231	101	125	77	62	16	1415
19645270000000	D	                                                  	El Rancho Unified                                 	Los Angeles    	2212	818	627	333	241	209	141	43	1415
19645271932698	S	Ruben Salazar Continuation                        	El Rancho Unified                                 	Los Angeles    	160	120	1	*	*	*	*	*	1415
19645271932706	S	El Rancho High                                    	El Rancho Unified                                 	Los Angeles    	2028	685	626	333	241	209	140	43	1415
19645350000000	D	                                                  	El Segundo Unified                                	Los Angeles    	999	336	375	86	116	184	140	54	1415
19645351932763	S	El Segundo High                                   	El Segundo Unified                                	Los Angeles    	971	323	375	86	116	184	140	54	1415
19645680000000	D	                                                  	Glendale Unified                                  	Los Angeles    	6504	2322	1936	535	832	1081	844	683	1415
19645681932144	S	Crescenta Valley High                             	Glendale Unified                                  	Los Angeles    	2060	704	908	101	301	518	563	499	1415
19645681933472	S	Daily (Allan F.) High (Continuation)              	Glendale Unified                                  	Los Angeles    	244	180	1	*	*	*	*	*	1415
19645681933530	S	Glendale High                                     	Glendale Unified                                  	Los Angeles    	1973	677	391	106	142	206	114	94	1415
04755070433953	S	Gridley High                                      	Gridley Unified                                   	Butte          	478	150	48	11	27	26	11	7	1415
05000000000000	C	                                                  	                                                  	Calaveras      	1577	534	180	53	88	102	40	13	1415
05100580000000	D	                                                  	Calaveras County Office of Education              	Calaveras      	222	81	1	*	*	*	*	*	1415
05100580530154	S	Mountain Oaks                                     	Calaveras County Office of Education              	Calaveras      	184	67	1	*	*	*	*	*	1415
05615560000000	D	                                                  	Bret Harte Union High                             	Calaveras      	549	182	99	29	42	68	26	9	1415
05615560530121	S	John Vierra High                                  	Bret Harte Union High                             	Calaveras      	21	8	0	NA	NA	NA	NA	NA	1415
05615560532507	S	Bret Harte Union High                             	Bret Harte Union High                             	Calaveras      	509	163	99	29	42	68	26	9	1415
05615640000000	D	                                                  	Calaveras Unified                                 	Calaveras      	806	271	80	24	46	34	13	2	1415
09619030000000	D	                                                  	Lake Tahoe Unified                                	El Dorado      	862	277	170	40	80	62	46	17	1415
09619030937805	S	South Tahoe High                                  	Lake Tahoe Unified                                	El Dorado      	743	212	170	40	80	62	46	17	1415
09737830000000	D	                                                  	Black Oak Mine Unified                            	El Dorado      	324	121	29	18	17	12	4	0	1415
09737830121566	S	American River Charter                            	Black Oak Mine Unified                            	El Dorado      	33	15	0	NA	NA	NA	NA	NA	1415
09737830930073	S	Golden Sierra Junior Senior High                  	Black Oak Mine Unified                            	El Dorado      	272	100	29	18	17	12	4	0	1415
10000000000000	C	                                                  	                                                  	Fresno         	44265	15003	8941	5248	3790	3373	2206	1084	1415
10101080000000	D	                                                  	Fresno County Office of Education                 	Fresno         	1000	467	0	NA	NA	NA	NA	NA	1415
10101080109991	S	Crescent View West Charter                        	Fresno County Office of Education                 	Fresno         	441	274	0	NA	NA	NA	NA	NA	1415
10101080111682	S	Hume Lake Charter                                 	Fresno County Office of Education                 	Fresno         	16	5	0	NA	NA	NA	NA	NA	1415
10101080119628	S	Big Picture High School - Fresno                  	Fresno County Office of Education                 	Fresno         	60	20	0	NA	NA	NA	NA	NA	1415
10621170000000	D	                                                  	Clovis Unified                                    	Fresno         	9434	3103	2233	454	1048	1385	1046	553	1415
10621170113555	S	Clovis North High                                 	Clovis Unified                                    	Fresno         	1696	493	663	138	297	473	350	194	1415
10621170118018	S	Clovis Online Charter                             	Clovis Unified                                    	Fresno         	253	95	0	NA	NA	NA	NA	NA	1415
10621171030196	S	Clovis West High                                  	Clovis Unified                                    	Fresno         	1567	538	448	48	199	264	227	154	1415
10621171030469	S	Enterprise Alternative                            	Clovis Unified                                    	Fresno         	45	19	0	NA	NA	NA	NA	NA	1415
10621171030501	S	Buchanan High                                     	Clovis Unified                                    	Fresno         	1917	574	493	100	255	316	238	121	1415
10621171030683	S	Clovis East High                                  	Clovis Unified                                    	Fresno         	1507	493	291	107	119	121	69	20	1415
10621171031053	S	Clovis High                                       	Clovis Unified                                    	Fresno         	2185	758	338	61	178	211	162	64	1415
10621250000000	D	                                                  	Coalinga-Huron Unified                            	Fresno         	943	317	111	60	57	39	18	1	1415
10621251031376	S	Coalinga High                                     	Coalinga-Huron Unified                            	Fresno         	867	269	111	60	57	39	18	1	1415
10621580000000	D	                                                  	Fowler Unified                                    	Fresno         	572	186	87	34	23	25	16	13	1415
10621580120246	S	Fowler Academy Independent Study                  	Fowler Unified                                    	Fresno         	11	6	0	NA	NA	NA	NA	NA	1415
10621581032150	S	Fowler High                                       	Fowler Unified                                    	Fresno         	545	172	87	34	23	25	16	13	1415
10621660000000	D	                                                  	Fresno Unified                                    	Fresno         	15234	5057	3899	3143	1503	1138	699	328	1415
10621660108555	S	Design Science Early College High                 	Fresno Unified                                    	Fresno         	193	81	0	NA	NA	NA	NA	NA	1415
19647330101196	S	View Park Preparatory Accelerated High            	Los Angeles Unified                               	Los Angeles    	501	152	0	NA	NA	NA	NA	NA	1415
19647330101659	S	Crenshaw Arts-Technology Charter High             	Los Angeles Unified                               	Los Angeles    	133	72	7	*	*	*	*	*	1415
19647330101675	S	Oscar De La Hoya Animo Charter High               	Los Angeles Unified                               	Los Angeles    	455	148	165	68	81	64	40	28	1415
19647330101683	S	Renaissance Arts Academy                          	Los Angeles Unified                               	Los Angeles    	116	41	0	NA	NA	NA	NA	NA	1415
19647330102434	S	Animo South Los Angeles Charter                   	Los Angeles Unified                               	Los Angeles    	462	151	119	86	43	31	24	12	1415
19647330102541	S	New Designs Charter                               	Los Angeles Unified                               	Los Angeles    	259	63	86	50	23	7	16	4	1415
19647330102913	S	Middle College High                               	Los Angeles Unified                               	Los Angeles    	308	96	78	27	55	32	17	3	1415
19647330102921	S	Harbor Teacher Preparation Academy                	Los Angeles Unified                               	Los Angeles    	323	97	244	123	135	104	50	32	1415
19647330106351	S	Ivy Academia                                      	Los Angeles Unified                               	Los Angeles    	170	49	44	26	31	12	3	1	1415
19647330106435	S	Camino Nuevo Charter High                         	Los Angeles Unified                               	Los Angeles    	132	0	210	236	103	19	10	6	1415
19647330106831	S	Animo Venice Charter High                         	Los Angeles Unified                               	Los Angeles    	430	150	128	72	95	43	32	19	1415
19647330106849	S	Animo Pat Brown                                   	Los Angeles Unified                               	Los Angeles    	447	124	95	29	40	29	24	43	1415
19647330106864	S	Alliance Gertz-Ressler Richard Merkin 6-12 Complex	Los Angeles Unified                               	Los Angeles    	362	105	195	99	97	60	44	24	1415
19647330106997	S	Orthopaedic Hospital                              	Los Angeles Unified                               	Los Angeles    	597	171	187	71	106	87	40	33	1415
19647330107003	S	Northridge Academy High                           	Los Angeles Unified                               	Los Angeles    	785	222	233	153	136	69	30	8	1415
19647330107011	S	International Studies Learning Center at Legacy Hi	Los Angeles Unified                               	Los Angeles    	256	63	95	62	44	23	14	11	1415
19647330107755	S	Port of Los Angeles High                          	Los Angeles Unified                               	Los Angeles    	691	207	142	24	38	63	54	37	1415
19647330108878	S	CHAMPS - Charter HS of Arts-Multimedia & Performin	Los Angeles Unified                               	Los Angeles    	651	240	139	70	58	54	37	11	1415
19647330108894	S	Alliance Judy Ivie Burton Technology Academy High 	Los Angeles Unified                               	Los Angeles    	455	149	231	190	69	46	20	22	1415
19647330108928	S	Larchmont Charter                                 	Los Angeles Unified                               	Los Angeles    	110	0	44	28	23	17	2	2	1415
19647330108936	S	Alliance Collins Family College-Ready High        	Los Angeles Unified                               	Los Angeles    	453	156	304	368	91	47	48	47	1415
19647330109322	S	Pacific Boulevard                                 	Los Angeles Unified                               	Los Angeles    	36	26	0	NA	NA	NA	NA	NA	1415
19647330109447	S	Santee Education Complex                          	Los Angeles Unified                               	Los Angeles    	1145	274	380	396	135	47	29	25	1415
19647330109454	S	South East High                                   	Los Angeles Unified                               	Los Angeles    	1376	423	371	152	156	128	92	58	1415
19647330109462	S	Maywood Academy High                              	Los Angeles Unified                               	Los Angeles    	964	245	234	184	84	58	51	27	1415
19647330109553	S	PUC CA Academy for Liberal Studies Early College H	Los Angeles Unified                               	Los Angeles    	172	46	0	NA	NA	NA	NA	NA	1415
19647330110304	S	Los Angeles Academy of Arts & Enterprise Charter  	Los Angeles Unified                               	Los Angeles    	122	25	0	NA	NA	NA	NA	NA	1415
19647330111484	S	New Village Girls Academy                         	Los Angeles Unified                               	Los Angeles    	78	22	0	NA	NA	NA	NA	NA	1415
19647330111492	S	Alliance Patti And Peter Neuwirth Leadership Acade	Los Angeles Unified                               	Los Angeles    	474	159	345	564	108	30	13	2	1415
19647330111500	S	Alliance Dr. Olga Mohan High                      	Los Angeles Unified                               	Los Angeles    	330	104	142	83	62	46	43	52	1415
19647330111575	S	Animo Ralph Bunche High                           	Los Angeles Unified                               	Los Angeles    	440	126	87	35	19	20	23	24	1415
19647330111583	S	Animo Jackie Robinson High                        	Los Angeles Unified                               	Los Angeles    	448	139	98	52	37	27	22	7	1415
19647330111625	S	Animo Watts College Preparatory Academy           	Los Angeles Unified                               	Los Angeles    	381	123	78	49	34	8	11	12	1415
19647330111641	S	Alliance Ouchi-O'Donovan 6-12 Complex             	Los Angeles Unified                               	Los Angeles    	412	141	194	178	87	38	19	8	1415
19647330111658	S	Alliance Marc & Eva Stern Math and Science        	Los Angeles Unified                               	Los Angeles    	480	143	283	201	144	118	58	35	1415
19647330112029	S	School of Business and Tourism at Contreras Learni	Los Angeles Unified                               	Los Angeles    	294	93	97	97	34	22	20	8	1415
19647330112037	S	East Valley Senior High                           	Los Angeles Unified                               	Los Angeles    	532	155	123	87	58	27	12	9	1415
19647330112045	S	Arleta High                                       	Los Angeles Unified                               	Los Angeles    	1043	356	165	133	62	32	18	14	1415
19647330112052	S	Panorama High                                     	Los Angeles Unified                               	Los Angeles    	985	234	165	161	77	54	21	6	1415
19647330112433	S	Frederick Douglass Academy Middle                 	Los Angeles Unified                               	Los Angeles    	0	0	1	*	*	*	*	*	1415
19647330112508	S	Bright Star Secondary Charter Academy             	Los Angeles Unified                               	Los Angeles    	394	108	119	56	63	46	18	3	1415
19647330112557	S	Frederick Douglass Academy High                   	Los Angeles Unified                               	Los Angeles    	192	69	40	44	14	1	2	0	1415
19647330112862	S	Student Empowerment Academy                       	Los Angeles Unified                               	Los Angeles    	221	55	0	NA	NA	NA	NA	NA	1415
19647330112870	S	Contreras Learning Center-Los Angeles School of Gl	Los Angeles Unified                               	Los Angeles    	242	83	0	NA	NA	NA	NA	NA	1415
19647330124396	S	Cesar E. Chavez Learning Academies-Academy of Scie	Los Angeles Unified                               	Los Angeles    	293	98	89	67	50	8	1	0	1415
19647330124404	S	Cesar E. Chavez Learning Academies-Teacher Prepara	Los Angeles Unified                               	Los Angeles    	390	113	63	30	17	14	10	9	1415
19647330124412	S	Los Angeles River at Sonia Sotomayor Learning Acad	Los Angeles Unified                               	Los Angeles    	244	82	51	41	12	13	7	1	1415
19647330124420	S	School of History and Dramatic Arts at Sonia Sotom	Los Angeles Unified                               	Los Angeles    	310	104	96	58	50	26	9	2	1415
19647330124479	S	Dr. Maya Angelou Community High                   	Los Angeles Unified                               	Los Angeles    	824	247	114	97	46	15	2	2	1415
19647330124487	S	Public Service Community at Diego Rivera Learning 	Los Angeles Unified                               	Los Angeles    	288	96	103	56	24	29	28	13	1415
19647330124495	S	Communication and Technology at Diego Rivera Learn	Los Angeles Unified                               	Los Angeles    	331	87	87	101	27	14	8	0	1415
19647330124503	S	Green Design at Diego Rivera Learning Complex     	Los Angeles Unified                               	Los Angeles    	301	80	54	36	9	8	7	16	1415
19647330124511	S	Performing Arts Community at Diego Rivera Learning	Los Angeles Unified                               	Los Angeles    	334	82	99	96	49	29	8	2	1415
19647330124529	S	Rancho Dominguez Preparatory                      	Los Angeles Unified                               	Los Angeles    	496	187	161	254	75	20	12	5	1415
19647330124560	S	Synergy Quantum Academy                           	Los Angeles Unified                               	Los Angeles    	439	134	164	171	125	43	18	22	1415
19647330124883	S	Animo College Preparatory Academy                 	Los Angeles Unified                               	Los Angeles    	323	88	32	24	9	8	8	2	1415
19647330124891	S	Alliance Renee and Meyer Luskin Academy High      	Los Angeles Unified                               	Los Angeles    	374	110	122	62	58	24	11	6	1415
19647330124933	S	PUC Early College Academy for Leaders and Scholars	Los Angeles Unified                               	Los Angeles    	320	65	56	33	26	5	0	0	1415
19647330124941	S	Alliance Margaret M. Bloomfield Technology Academy	Los Angeles Unified                               	Los Angeles    	0	0	2	*	*	*	*	*	1415
19647330125864	S	USC Hybrid High                                   	Los Angeles Unified                               	Los Angeles    	211	0	28	6	18	5	1	0	1415
19647330125963	S	Leadership in Entertainment and Media Arts (LEMA) 	Los Angeles Unified                               	Los Angeles    	182	80	53	71	28	4	4	0	1415
19647330125989	S	STEM Academy at Bernstein High                    	Los Angeles Unified                               	Los Angeles    	383	78	134	81	77	22	14	5	1415
19647330126136	S	Math and Science College Preparatory              	Los Angeles Unified                               	Los Angeles    	103	0	33	19	5	3	9	8	1415
19647330126185	S	Academy of Science and Engineering                	Los Angeles Unified                               	Los Angeles    	141	0	25	8	6	15	4	1	1415
19647330126474	S	Hilda L. Solis Learning Academy School of Technolo	Los Angeles Unified                               	Los Angeles    	166	0	46	65	18	1	2	0	1415
19647330126482	S	Augustus F. Hawkins High A Critical Design and Gam	Los Angeles Unified                               	Los Angeles    	433	66	89	78	18	20	12	9	1415
19647330126490	S	Augustus F. Hawkins High B Community Health Advoca	Los Angeles Unified                               	Los Angeles    	343	70	53	45	15	7	15	7	1415
19647330126508	S	Augustus F. Hawkins High C Responsible Indigenous 	Los Angeles Unified                               	Los Angeles    	337	55	19	3	6	7	1	3	1415
19647330126516	S	Linda Esperanza Marquez High A Huntington Park Ins	Los Angeles Unified                               	Los Angeles    	386	101	162	134	60	40	40	14	1415
19647330126524	S	Linda Esperanza Marquez High B LIBRA Academy      	Los Angeles Unified                               	Los Angeles    	451	111	121	92	71	43	34	24	1415
19647330126532	S	Linda Esperanza Marquez High C School of Social Ju	Los Angeles Unified                               	Los Angeles    	326	84	125	84	65	29	27	8	1415
19647330126540	S	"Science, Technology, Engineering, Arts and Mathema"	Los Angeles Unified                               	Los Angeles    	280	29	55	45	27	18	4	2	1415
19647330126557	S	Visual and Performing Arts at Legacy High School C	Los Angeles Unified                               	Los Angeles    	244	30	51	42	23	11	4	2	1415
19647330126573	S	Academy for Multilingual Arts and Science at Mervy	Los Angeles Unified                               	Los Angeles    	394	48	71	84	13	4	0	1	1415
19647330126615	S	Academies of Education and Empowerment at Carson H	Los Angeles Unified                               	Los Angeles    	351	128	184	275	77	32	10	2	1415
19647330126623	S	Academy of Medical Arts at Carson High            	Los Angeles Unified                               	Los Angeles    	365	141	155	134	83	20	6	1	1415
19647330127217	S	Alliance Alice M. Baxter College-Ready High       	Los Angeles Unified                               	Los Angeles    	0	0	22	14	7	1	0	0	1415
19647330127787	S	Humanities and Arts (HARTS) Academy of Los Angeles	Los Angeles Unified                               	Los Angeles    	278	63	53	69	19	10	3	0	1415
19647330127795	S	Contreras Learning Center-School of Social Justice	Los Angeles Unified                               	Los Angeles    	317	89	84	77	46	16	10	2	1415
19647330127803	S	Early College Academy-LA Trade Tech College       	Los Angeles Unified                               	Los Angeles    	179	94	0	NA	NA	NA	NA	NA	1415
19647330127852	S	Executive Preparatory Academy of Finance          	Los Angeles Unified                               	Los Angeles    	69	0	0	NA	NA	NA	NA	NA	1415
19647330127894	S	Valor Academy High                                	Los Angeles Unified                               	Los Angeles    	100	0	52	21	18	7	18	7	1415
19647330127910	S	Camino Nuevo High No. 2                           	Los Angeles Unified                               	Los Angeles    	353	117	0	NA	NA	NA	NA	NA	1415
19647330129536	S	Boyle Heights STEM High                           	Los Angeles Unified                               	Los Angeles    	13	0	0	NA	NA	NA	NA	NA	1415
19647330129627	S	TEACH Tech Charter High                           	Los Angeles Unified                               	Los Angeles    	27	0	0	NA	NA	NA	NA	NA	1415
19647330129775	S	Banning Academies of Creative and Innovative Scien	Los Angeles Unified                               	Los Angeles    	232	0	0	NA	NA	NA	NA	NA	1415
19647330130997	S	Sylmar Biotech Health Academy                     	Los Angeles Unified                               	Los Angeles    	192	0	0	NA	NA	NA	NA	NA	1415
19647331930064	S	William Tell Aggeler Opportunity High             	Los Angeles Unified                               	Los Angeles    	68	21	0	NA	NA	NA	NA	NA	1415
19647331935352	S	Los Angeles Senior High                           	Los Angeles Unified                               	Los Angeles    	1053	311	170	120	102	46	40	18	1415
19647331935519	S	Manual Arts Senior High                           	Los Angeles Unified                               	Los Angeles    	1035	347	246	316	89	24	14	10	1415
19647331935568	S	John Marshall Senior High                         	Los Angeles Unified                               	Los Angeles    	1822	601	713	298	420	410	230	132	1415
19647331935865	S	James Monroe High                                 	Los Angeles Unified                               	Los Angeles    	1756	520	464	492	194	118	79	30	1415
19647331936160	S	Nathaniel Narbonne Senior High                    	Los Angeles Unified                               	Los Angeles    	1891	446	473	369	307	180	54	18	1415
19647331936350	S	North Hollywood Senior High                       	Los Angeles Unified                               	Los Angeles    	2044	602	820	464	457	410	341	296	1415
19647331937085	S	Ramona Opportunity High                           	Los Angeles Unified                               	Los Angeles    	53	15	0	NA	NA	NA	NA	NA	1415
19647331937226	S	Reseda Senior High                                	Los Angeles Unified                               	Los Angeles    	1294	454	350	186	160	153	94	41	1415
19647331937424	S	Theodore Roosevelt Senior High                    	Los Angeles Unified                               	Los Angeles    	1430	468	265	280	58	43	29	16	1415
19647331937622	S	San Fernando Senior High                          	Los Angeles Unified                               	Los Angeles    	1764	477	332	155	119	123	72	42	1415
19647331937838	S	San Pedro Senior High                             	Los Angeles Unified                               	Los Angeles    	1712	550	287	81	140	119	55	17	1415
19647331938307	S	South Gate Senior High                            	Los Angeles Unified                               	Los Angeles    	1829	599	391	316	230	131	107	66	1415
19647331938554	S	Sylmar Senior High                                	Los Angeles Unified                               	Los Angeles    	1385	482	259	211	76	51	49	18	1415
19647331938612	S	William Howard Taft Charter High                  	Los Angeles Unified                               	Los Angeles    	1545	516	532	174	199	320	261	172	1415
19647331938885	S	University Senior High                            	Los Angeles Unified                               	Los Angeles    	1315	407	366	237	191	163	83	50	1415
19647331938968	S	Van Nuys Senior High                              	Los Angeles Unified                               	Los Angeles    	1777	567	682	170	255	432	361	217	1415
19647331939040	S	Venice Senior High                                	Los Angeles Unified                               	Los Angeles    	1364	390	455	185	239	199	115	60	1415
19647331939107	S	Verdugo Hills Senior High                         	Los Angeles Unified                               	Los Angeles    	1054	315	221	108	96	87	76	43	1415
19647331939305	S	George Washington Preparatory High                	Los Angeles Unified                               	Los Angeles    	874	261	148	190	70	23	8	1	1415
19647331939479	S	WESM Health/Sports Medicine                       	Los Angeles Unified                               	Los Angeles    	893	220	248	181	132	84	40	12	1415
19647331939784	S	Joseph Pomeroy Widney High                        	Los Angeles Unified                               	Los Angeles    	212	194	2	*	*	*	*	*	1415
19647331939859	S	Woodrow Wilson Senior High                        	Los Angeles Unified                               	Los Angeles    	1072	395	303	270	157	89	23	12	1415
19647331939941	S	John F. Kennedy High                              	Los Angeles Unified                               	Los Angeles    	1561	434	242	90	128	71	49	12	1415
19647331995448	S	Francisco Bravo Medical Magnet High               	Los Angeles Unified                               	Los Angeles    	1301	378	586	173	283	251	235	165	1415
19647331995489	S	Los Angeles Unified Alternative Education         	Los Angeles Unified                               	Los Angeles    	1847	413	0	NA	NA	NA	NA	NA	1415
19647331995794	S	Youth Opportunities Unlimited                     	Los Angeles Unified                               	Los Angeles    	281	99	0	NA	NA	NA	NA	NA	1415
19647331995836	S	Palisades Charter High                            	Los Angeles Unified                               	Los Angeles    	2157	632	922	93	234	493	499	396	1415
19647331996115	S	City of Angels                                    	Los Angeles Unified                               	Los Angeles    	1413	430	1	*	*	*	*	*	1415
19647331996610	S	Los Angeles Leadership Academy                    	Los Angeles Unified                               	Los Angeles    	169	47	50	20	16	9	14	5	1415
19647331996651	S	CDS Secondary                                     	Los Angeles Unified                               	Los Angeles    	69	14	1	*	*	*	*	*	1415
19647336016885	S	Elizabeth Learning Center                         	Los Angeles Unified                               	Los Angeles    	497	124	238	106	111	107	40	22	1415
19647336019475	S	Thirty-Second Street USC Performing Arts          	Los Angeles Unified                               	Los Angeles    	243	69	137	193	81	39	12	4	1415
19647336019715	S	Vaughn Next Century Learning Center               	Los Angeles Unified                               	Los Angeles    	428	127	128	69	53	50	18	6	1415
19647336058002	S	Robert Fulton College Preparatory                 	Los Angeles Unified                               	Los Angeles    	547	135	145	85	39	36	32	18	1415
19647336060529	S	Marlton                                           	Los Angeles Unified                               	Los Angeles    	58	31	2	*	*	*	*	*	1415
19647336061451	S	Foshay Learning Center                            	Los Angeles Unified                               	Los Angeles    	558	182	364	440	136	52	31	21	1415
19647336061600	S	Sun Valley Magnet                                 	Los Angeles Unified                               	Los Angeles    	59	0	15	6	7	2	0	0	1415
19647336062699	S	Walter Reed Middle                                	Los Angeles Unified                               	Los Angeles    	0	0	21	0	4	4	11	2	1415
19647336116750	S	PUC Community Charter Middle and PUC Community Cha	Los Angeles Unified                               	Los Angeles    	320	114	0	NA	NA	NA	NA	NA	1415
19647336117048	S	View Park Preparatory Accelerated Charter         	Los Angeles Unified                               	Los Angeles    	0	0	6	*	*	*	*	*	1415
19647336119945	S	Magnolia Science Academy                          	Los Angeles Unified                               	Los Angeles    	193	57	92	55	58	41	10	9	1415
19647740000000	D	                                                  	Lynwood Unified                                   	Los Angeles    	3448	1166	704	771	200	115	56	23	1415
19647740109538	S	Marco Antonio Firebaugh High                      	Lynwood Unified                                   	Los Angeles    	1423	444	151	65	22	41	41	21	1415
19649076061642	S	Palomares Academy of Health Science               	Pomona Unified                                    	Los Angeles    	156	29	48	39	24	9	3	1	1415
19649640000000	D	                                                  	San Marino Unified                                	Los Angeles    	894	268	452	62	144	238	275	315	1415
19649641937754	S	San Marino High                                   	San Marino Unified                                	Los Angeles    	888	265	452	62	144	238	275	315	1415
19649800000000	D	                                                  	Santa Monica-Malibu Unified                       	Los Angeles    	2833	931	1129	197	376	646	632	415	1415
19649801938000	S	Santa Monica High                                 	Santa Monica-Malibu Unified                       	Los Angeles    	2242	730	874	169	285	503	500	323	1415
19649801995737	S	Malibu High                                       	Santa Monica-Malibu Unified                       	Los Angeles    	502	149	255	28	91	143	132	92	1415
19650290000000	D	                                                  	South Pasadena Unified                            	Los Angeles    	1135	384	441	29	139	242	274	289	1415
19650291938455	S	South Pasadena Senior High                        	South Pasadena Unified                            	Los Angeles    	1128	380	441	29	139	242	274	289	1415
19650520000000	D	                                                  	Temple City Unified                               	Los Angeles    	1633	557	494	44	168	311	316	206	1415
19650521938679	S	Temple City High                                  	Temple City Unified                               	Los Angeles    	1581	532	494	44	168	311	316	206	1415
19650521995976	S	Temple City Alternative                           	Temple City Unified                               	Los Angeles    	11	5	0	NA	NA	NA	NA	NA	1415
19650600000000	D	                                                  	Torrance Unified                                  	Los Angeles    	6506	2192	1741	346	634	855	746	571	1415
19650601936277	S	North High                                        	Torrance Unified                                  	Los Angeles    	1467	494	399	89	169	180	145	69	1415
19650601938356	S	South High                                        	Torrance Unified                                  	Los Angeles    	1586	509	557	103	198	296	256	221	1415
19650601938752	S	Torrance High                                     	Torrance Unified                                  	Los Angeles    	1598	499	363	126	184	177	95	79	1415
19650601939602	S	West High                                         	Torrance Unified                                  	Los Angeles    	1603	530	422	28	83	202	250	202	1415
19650940000000	D	                                                  	West Covina Unified                               	Los Angeles    	3814	1230	473	240	242	239	158	65	1415
19650940112706	S	California Virtual Academy @ Los Angeles          	West Covina Unified                               	Los Angeles    	1069	284	6	*	*	*	*	*	1415
19650940122432	S	Edgewood High                                     	West Covina Unified                               	Los Angeles    	611	186	0	NA	NA	NA	NA	NA	1415
19650940125393	S	Insight @ Los Angeles                             	West Covina Unified                               	Los Angeles    	101	25	1	*	*	*	*	*	1415
19650941938513	S	Coronado High (Continuation)                      	West Covina Unified                               	Los Angeles    	160	117	2	*	*	*	*	*	1415
19650941939537	S	West Covina High                                  	West Covina Unified                               	Los Angeles    	1807	582	464	236	239	239	156	61	1415
19651280000000	D	                                                  	Whittier Union High                               	Los Angeles    	9701	3408	2475	1198	1184	1052	613	247	1415
19651281931302	S	California High                                   	Whittier Union High                               	Los Angeles    	2223	748	542	282	279	193	112	41	1415
19651281934868	S	La Serna High                                     	Whittier Union High                               	Los Angeles    	2130	666	775	263	358	411	245	87	1415
19651281936889	S	Pioneer High                                      	Whittier Union High                               	Los Angeles    	1054	334	252	115	138	90	67	32	1415
19651281937903	S	Santa Fe High                                     	Whittier Union High                               	Los Angeles    	1831	604	543	249	253	218	119	71	1415
19651281939701	S	Whittier High                                     	Whittier Union High                               	Los Angeles    	1608	506	363	289	156	140	70	16	1415
19651281995653	S	Sierra Vista High (Alternative)                   	Whittier Union High                               	Los Angeles    	323	232	0	NA	NA	NA	NA	NA	1415
19651360000000	D	                                                  	William S. Hart Union High                        	Los Angeles    	14558	5302	3487	682	1429	1871	1420	911	1415
19651360102459	S	Golden Valley High                                	William S. Hart Union High                        	Los Angeles    	1597	513	458	102	274	305	211	71	1415
19651360102475	S	West Ranch High                                   	William S. Hart Union High                        	Los Angeles    	1723	556	746	187	271	422	293	171	1415
19651360112359	S	Sequoia Charter                                   	William S. Hart Union High                        	Los Angeles    	35	9	1	*	*	*	*	*	1415
19651360114439	S	Mission View Public                               	William S. Hart Union High                        	Los Angeles    	1099	779	0	NA	NA	NA	NA	NA	1415
19651360117234	S	Santa Clarita Valley International                	William S. Hart Union High                        	Los Angeles    	174	40	0	NA	NA	NA	NA	NA	1415
