cds	rtype	sname	dname	cname	Enroll1012	Enroll12	NumTstTakr	NumScr1	NumScr2	NumScr3	NumScr4	NumScr5	year
01766530120931	S	Livermore Valley Charter Preparatory High         	SBE - Livermore Valley Charter Preparatory High   	Alameda        	340	107	103	43	27	31	23	20	1415
03000000000000	C	                                                  	                                                  	Amador         	1001	333	230	70	142	112	63	20	1415
03100330000000	D	                                                  	Amador County Office of Education                 	Amador         	37	16	0	NA	NA	NA	NA	NA	1415
03739810000000	D	                                                  	Amador County Unified                             	Amador         	964	317	230	70	142	112	63	20	1415
03739810330050	S	North Star Independent Study                      	Amador County Unified                             	Amador         	58	17	0	NA	NA	NA	NA	NA	1415
03739810330753	S	Amador High                                       	Amador County Unified                             	Amador         	462	149	144	53	90	71	38	15	1415
03739810334755	S	Argonaut High                                     	Amador County Unified                             	Amador         	399	125	86	17	52	41	25	5	1415
04000000000000	C	                                                  	                                                  	Butte          	7254	2418	971	257	474	514	364	144	1415
04100410000000	D	                                                  	Butte County Office of Education                  	Butte          	401	162	0	NA	NA	NA	NA	NA	1415
04100410114991	S	CORE Butte Charter                                	Butte County Office of Education                  	Butte          	250	100	0	NA	NA	NA	NA	NA	1415
04100410430090	S	Learning Community Charter                        	Butte County Office of Education                  	Butte          	121	47	0	NA	NA	NA	NA	NA	1415
04614080000000	D	                                                  	Biggs Unified                                     	Butte          	112	37	7	*	*	*	*	*	1415
04614080430827	S	Biggs High                                        	Biggs Unified                                     	Butte          	106	34	7	*	*	*	*	*	1415
04614240000000	D	                                                  	Chico Unified                                     	Butte          	3232	1094	626	101	237	363	284	117	1415
04614240120394	S	Inspire School of Arts and Sciences               	Chico Unified                                     	Butte          	311	86	42	3	8	29	28	11	1415
04614240123976	S	Center for Alternative Learning                   	Chico Unified                                     	Butte          	12	3	0	NA	NA	NA	NA	NA	1415
04614240430199	S	Oakdale                                           	Chico Unified                                     	Butte          	75	38	0	NA	NA	NA	NA	NA	1415
04614240431676	S	Chico High                                        	Chico Unified                                     	Butte          	1279	436	368	69	147	224	163	73	1415
04614240437558	S	Pleasant Valley High                              	Chico Unified                                     	Butte          	1312	420	216	29	82	110	93	33	1415
04614320000000	D	                                                  	Durham Unified                                    	Butte          	228	76	34	7	17	15	8	2	1415
04614320433201	S	Durham High                                       	Durham Unified                                    	Butte          	228	76	34	7	17	15	8	2	1415
04614400000000	D	                                                  	Feather Falls Union Elementary                    	Butte          	32	14	0	NA	NA	NA	NA	NA	1415
04614400121509	S	Ipakanni Early College Charter                    	Feather Falls Union Elementary                    	Butte          	32	14	0	NA	NA	NA	NA	NA	1415
04614570000000	D	                                                  	Golden Feather Union Elementary                   	Butte          	40	11	0	NA	NA	NA	NA	NA	1415
04614570125252	S	Pivot Charter School North Valley                 	Golden Feather Union Elementary                   	Butte          	40	11	0	NA	NA	NA	NA	NA	1415
04615150000000	D	                                                  	Oroville Union High                               	Butte          	1689	541	163	121	132	60	28	3	1415
04615150434803	S	Las Plumas High                                   	Oroville Union High                               	Butte          	788	262	82	69	60	30	19	2	1415
04615150435602	S	Oroville High                                     	Oroville Union High                               	Butte          	724	204	81	52	72	30	9	1	1415
04615310000000	D	                                                  	Paradise Unified                                  	Butte          	1023	320	91	16	58	46	24	9	1415
04615310121715	S	Paradise eLearning Academy                        	Paradise Unified                                  	Butte          	45	19	0	NA	NA	NA	NA	NA	1415
04615310437350	S	Paradise Senior High                              	Paradise Unified                                  	Butte          	805	229	91	16	58	46	24	9	1415
04615316112585	S	Hometech Charter                                  	Paradise Unified                                  	Butte          	63	21	0	NA	NA	NA	NA	NA	1415
04755070000000	D	                                                  	Gridley Unified                                   	Butte          	497	163	50	11	29	27	13	7	1415
04755070433946	S	Esperanza High (Continuation)                     	Gridley Unified                                   	Butte          	19	13	2	*	*	*	*	*	1415
07617540730416	S	Crossroads High (Continuation)                    	Mt. Diablo Unified                                	Contra Costa   	38	20	1	*	*	*	*	*	1415
07617540731646	S	College Park High                                 	Mt. Diablo Unified                                	Contra Costa   	1484	460	331	50	82	135	114	119	1415
07617540731836	S	Concord High                                      	Mt. Diablo Unified                                	Contra Costa   	1072	343	175	97	83	73	46	15	1415
07617540734566	S	Mt. Diablo High                                   	Mt. Diablo Unified                                	Contra Costa   	999	329	101	54	32	25	22	12	1415
07617540734764	S	Olympic Continuation High                         	Mt. Diablo Unified                                	Contra Costa   	318	206	1	*	*	*	*	*	1415
07617540737809	S	Ygnacio Valley High                               	Mt. Diablo Unified                                	Contra Costa   	820	267	164	95	83	60	19	12	1415
07617880000000	D	                                                  	Pittsburg Unified                                 	Contra Costa   	2274	719	275	211	132	95	45	29	1415
07617880735407	S	Pittsburg Senior High                             	Pittsburg Unified                                 	Contra Costa   	2044	580	275	211	132	95	45	29	1415
07617960000000	D	                                                  	West Contra Costa Unified                         	Contra Costa   	6390	2104	1417	949	623	415	247	118	1415
07617960101477	S	Leadership Public Schools: Richmond               	West Contra Costa Unified                         	Contra Costa   	357	112	155	43	65	37	52	41	1415
07617960730291	S	Middle College High                               	West Contra Costa Unified                         	Contra Costa   	193	62	0	NA	NA	NA	NA	NA	1415
07617960730325	S	Vista High (Alternative)                          	West Contra Costa Unified                         	Contra Costa   	141	65	0	NA	NA	NA	NA	NA	1415
07617960730598	S	Hercules High                                     	West Contra Costa Unified                         	Contra Costa   	718	209	279	216	157	101	29	11	1415
07617960732164	S	De Anza Senior High                               	West Contra Costa Unified                         	Contra Costa   	892	242	217	170	113	82	34	17	1415
07617960732941	S	El Cerrito Senior High                            	West Contra Costa Unified                         	Contra Costa   	1003	302	307	123	128	118	75	35	1415
07617960733253	S	Gompers (Samuel) Continuation                     	West Contra Costa Unified                         	Contra Costa   	258	173	3	*	*	*	*	*	1415
07617960733659	S	Kennedy High                                      	West Contra Costa Unified                         	Contra Costa   	606	172	150	159	25	20	18	4	1415
07617960735316	S	Pinole Valley High                                	West Contra Costa Unified                         	Contra Costa   	888	296	180	119	80	40	20	8	1415
07617960735902	S	Richmond High                                     	West Contra Costa Unified                         	Contra Costa   	1105	335	126	118	53	14	18	2	1415
07618040000000	D	                                                  	San Ramon Valley Unified                          	Contra Costa   	7346	2441	2696	152	441	1201	1716	1854	1415
07618040113118	S	Dougherty Valley High                             	San Ramon Valley Unified                          	Contra Costa   	1864	608	1050	49	127	420	636	934	1415
07618040730051	S	California High                                   	San Ramon Valley Unified                          	Contra Costa   	1957	630	625	48	110	282	431	393	1415
07618040730218	S	Venture (Alternative)                             	San Ramon Valley Unified                          	Contra Costa   	165	88	0	NA	NA	NA	NA	NA	1415
07618040734368	S	Monte Vista High                                  	San Ramon Valley Unified                          	Contra Costa   	1686	516	482	29	81	220	315	294	1415
07618040736504	S	San Ramon Valley High                             	San Ramon Valley Unified                          	Contra Costa   	1615	562	538	26	123	278	334	233	1415
07618040736819	S	Del Amigo High (Continuation)                     	San Ramon Valley Unified                          	Contra Costa   	54	36	1	*	*	*	*	*	1415
07768100000000	D	                                                  	SBE - Synergy                                     	Contra Costa   	24	0	0	NA	NA	NA	NA	NA	1415
07768100125815	S	Synergy                                           	SBE - Synergy                                     	Contra Costa   	24	0	0	NA	NA	NA	NA	NA	1415
08000000000000	C	                                                  	                                                  	Del Norte      	988	400	108	46	63	29	14	18	1415
08100820000000	D	                                                  	Del Norte County Office of Education              	Del Norte      	291	143	1	*	*	*	*	*	1415
08100820830059	S	Castle Rock                                       	Del Norte County Office of Education              	Del Norte      	246	121	1	*	*	*	*	*	1415
08618200000000	D	                                                  	Del Norte County Unified                          	Del Norte      	697	257	107	46	63	29	13	18	1415
08618200833004	S	Del Norte High                                    	Del Norte County Unified                          	Del Norte      	625	215	106	46	62	29	13	18	1415
08618200836205	S	Sunset High                                       	Del Norte County Unified                          	Del Norte      	72	42	1	*	*	*	*	*	1415
09000000000000	C	                                                  	                                                  	El Dorado      	6749	2245	1472	180	582	889	762	556	1415
09100900000000	D	                                                  	El Dorado County Office of Education              	El Dorado      	426	163	25	2	13	6	3	4	1415
09100900930123	S	Charter Community School Home Study Academy       	El Dorado County Office of Education              	El Dorado      	266	94	25	2	13	6	3	4	1415
09618530000000	D	                                                  	El Dorado Union High                              	El Dorado      	5137	1684	1248	120	472	809	709	535	1415
09618530930081	S	Oak Ridge High                                    	El Dorado Union High                              	El Dorado      	1768	563	561	42	225	436	332	301	1415
09618530930164	S	Union Mine High                                   	El Dorado Union High                              	El Dorado      	769	208	145	17	46	77	79	46	1415
09618530930214	S	EDUHSD Virtual Academy at Shenandoah              	El Dorado Union High                              	El Dorado      	88	34	8	*	*	*	*	*	1415
09618530932756	S	El Dorado High                                    	El Dorado Union High                              	El Dorado      	951	305	192	25	72	78	84	52	1415
09618530936302	S	Ponderosa High                                    	El Dorado Union High                              	El Dorado      	1350	433	342	35	124	215	211	132	1415
10625470120535	S	Crescent View South Charter                       	Westside Elementary                               	Fresno         	558	305	2	*	*	*	*	*	1415
10625470127159	S	Opportunities For Learning - Fresno               	Westside Elementary                               	Fresno         	16	1	1	*	*	*	*	*	1415
10738090000000	D	                                                  	Firebaugh-Las Deltas Unified                      	Fresno         	536	174	85	82	33	24	10	9	1415
10738091030121	S	Firebaugh High                                    	Firebaugh-Las Deltas Unified                      	Fresno         	528	168	85	82	33	24	10	9	1415
10739650000000	D	                                                  	Central Unified                                   	Fresno         	3339	1071	379	145	200	195	92	36	1415
10739651030386	S	Central Unified Alternative/Opportunity           	Central Unified                                   	Fresno         	208	126	0	NA	NA	NA	NA	NA	1415
10739651030626	S	Central High East Campus                          	Central Unified                                   	Fresno         	2994	877	376	142	199	194	92	36	1415
10739651035112	S	Pershing Continuation High                        	Central Unified                                   	Fresno         	124	64	3	*	*	*	*	*	1415
10739990000000	D	                                                  	Kerman Unified                                    	Fresno         	1006	312	105	59	48	27	14	15	1415
10739991033430	S	Kerman High                                       	Kerman Unified                                    	Fresno         	954	292	105	59	48	27	14	15	1415
10751270000000	D	                                                  	Mendota Unified                                   	Fresno         	613	192	57	46	29	8	5	10	1415
10751271030493	S	Mendota High                                      	Mendota Unified                                   	Fresno         	596	184	57	46	29	8	5	10	1415
10752340000000	D	                                                  	Golden Plains Unified                             	Fresno         	358	122	83	29	12	26	19	4	1415
10752341037456	S	Tranquillity High                                 	Golden Plains Unified                             	Fresno         	336	109	83	29	12	26	19	4	1415
10752750000000	D	                                                  	Sierra Unified                                    	Fresno         	393	148	68	20	34	39	25	9	1415
10752751036938	S	Sierra High                                       	Sierra Unified                                    	Fresno         	355	132	68	20	34	39	25	9	1415
10754080000000	D	                                                  	Riverdale Joint Unified                           	Fresno         	412	130	150	131	47	26	23	20	1415
10754081035575	S	Riverdale High                                    	Riverdale Joint Unified                           	Fresno         	403	127	150	131	47	26	23	20	1415
10755980000000	D	                                                  	Caruthers Unified                                 	Fresno         	444	150	124	107	35	21	7	4	1415
10755981030535	S	Caruthers High                                    	Caruthers Unified                                 	Fresno         	429	143	124	107	35	21	7	4	1415
10767780000000	D	                                                  	Washington Unified                                	Fresno         	1067	387	168	144	61	11	16	5	1415
10767780122473	S	Elm High                                          	Washington Unified                                	Fresno         	123	76	0	NA	NA	NA	NA	NA	1415
10767781030774	S	W. E. B. DuBois Public Charter                    	Washington Unified                                	Fresno         	158	87	1	*	*	*	*	*	1415
10767781038306	S	Washington High                                   	Washington Unified                                	Fresno         	760	218	167	143	61	11	16	5	1415
11000000000000	C	                                                  	                                                  	Glenn          	1407	529	154	75	70	44	22	13	1415
11101160000000	D	                                                  	Glenn County Office of Education                  	Glenn          	203	139	0	NA	NA	NA	NA	NA	1415
11101160130724	S	Success One!                                      	Glenn County Office of Education                  	Glenn          	52	35	0	NA	NA	NA	NA	NA	1415
11101160130807	S	Conservation Corps of Long Beach Gateway Cities Ch	Glenn County Office of Education                  	Glenn          	83	83	0	NA	NA	NA	NA	NA	1415
11626460000000	D	                                                  	Princeton Joint Unified                           	Glenn          	51	19	1	*	*	*	*	*	1415
11626461136209	S	Princeton Junior-Senior High                      	Princeton Joint Unified                           	Glenn          	51	19	1	*	*	*	*	*	1415
11626530000000	D	                                                  	Stony Creek Joint Unified                         	Glenn          	25	10	1	*	*	*	*	*	1415
11626531132109	S	Elk Creek Junior-Senior High                      	Stony Creek Joint Unified                         	Glenn          	22	8	1	*	*	*	*	*	1415
11626610000000	D	                                                  	Willows Unified                                   	Glenn          	331	111	24	7	13	4	2	0	1415
11626611132851	S	Willows High                                      	Willows Unified                                   	Glenn          	307	99	24	7	13	4	2	0	1415
11754810000000	D	                                                  	Orland Joint Unified                              	Glenn          	571	182	85	50	38	22	11	5	1415
11754811135656	S	Orland High                                       	Orland Joint Unified                              	Glenn          	541	173	85	50	38	22	11	5	1415
11765620000000	D	                                                  	Hamilton Unified                                  	Glenn          	226	68	43	18	18	17	8	6	1415
11765621133701	S	Hamilton High                                     	Hamilton Unified                                  	Glenn          	217	61	43	18	18	17	8	6	1415
12000000000000	C	                                                  	                                                  	Humboldt       	4052	1354	556	175	263	256	174	64	1415
12101240000000	D	                                                  	Humboldt County Office of Education               	Humboldt       	205	70	65	21	29	7	7	1	1415
12101240115097	S	Northcoast Preparatory and Performing Arts Academy	Humboldt County Office of Education               	Humboldt       	106	36	65	21	29	7	7	1	1415
12626870000000	D	                                                  	Northern Humboldt Union High                      	Humboldt       	1254	419	171	39	48	76	86	33	1415
12626870107110	S	Six Rivers Charter High                           	Northern Humboldt Union High                      	Humboldt       	77	27	4	*	*	*	*	*	1415
12626870124263	S	Laurel Tree Charter                               	Northern Humboldt Union High                      	Humboldt       	21	6	2	*	*	*	*	*	1415
14101400121301	S	YouthBuild Charter School of California Central   	Inyo County Office of Education                   	Inyo           	141	71	0	NA	NA	NA	NA	NA	1415
14101400128447	S	The Education Corps                               	Inyo County Office of Education                   	Inyo           	330	243	0	NA	NA	NA	NA	NA	1415
14101400128454	S	College Bridge Academy                            	Inyo County Office of Education                   	Inyo           	155	104	0	NA	NA	NA	NA	NA	1415
14632480000000	D	                                                  	Big Pine Unified                                  	Inyo           	32	9	3	*	*	*	*	*	1415
14632481431352	S	Big Pine High                                     	Big Pine Unified                                  	Inyo           	32	9	3	*	*	*	*	*	1415
14632890000000	D	                                                  	Lone Pine Unified                                 	Inyo           	96	24	13	5	5	1	5	1	1415
14632891434901	S	Lone Pine High                                    	Lone Pine Unified                                 	Inyo           	84	20	13	5	5	1	5	1	1415
14632970000000	D	                                                  	Owens Valley Unified                              	Inyo           	24	6	2	*	*	*	*	*	1415
14632971436203	S	Owens Valley High                                 	Owens Valley Unified                              	Inyo           	24	6	2	*	*	*	*	*	1415
14766870000000	D	                                                  	Bishop Unified                                    	Inyo           	521	182	66	38	54	41	28	12	1415
14766870119081	S	Bishop Independent Study                          	Bishop Unified                                    	Inyo           	22	12	0	NA	NA	NA	NA	NA	1415
14766871431600	S	Bishop Union High                                 	Bishop Unified                                    	Inyo           	466	158	66	38	54	41	28	12	1415
15000000000000	C	                                                  	                                                  	Kern           	38834	13198	4706	2287	2337	2021	1212	670	1415
15101570000000	D	                                                  	Kern County Office of Education                   	Kern           	1723	736	3	*	*	*	*	*	1415
15101570119669	S	Paramount Academy                                 	Kern County Office of Education                   	Kern           	212	56	0	NA	NA	NA	NA	NA	1415
15101571530310	S	Kern County Community                             	Kern County Office of Education                   	Kern           	939	439	1	*	*	*	*	*	1415
15101571530492	S	Valley Oaks Charter                               	Kern County Office of Education                   	Kern           	221	63	2	*	*	*	*	*	1415
15634120000000	D	                                                  	Delano Joint Union High                           	Kern           	2896	977	584	414	430	241	142	49	1415
15634120100529	S	Cesar E. Chavez High                              	Delano Joint Union High                           	Kern           	892	317	195	109	152	74	47	29	1415
15634120116384	S	Robert F. Kennedy High                            	Delano Joint Union High                           	Kern           	686	223	163	125	107	58	38	8	1415
15634121531672	S	Delano High                                       	Delano Joint Union High                           	Kern           	1174	390	226	180	171	109	57	12	1415
15635290000000	D	                                                  	Kern High                                         	Kern           	27092	9227	3407	1500	1575	1480	892	539	1415
15635290100198	S	Golden Valley High                                	Kern High                                         	Kern           	1716	583	296	185	94	91	55	30	1415
15635290110999	S	Frontier High                                     	Kern High                                         	Kern           	1708	562	240	49	95	112	60	27	1415
15635290116392	S	Independence High                                 	Kern High                                         	Kern           	1490	459	205	93	99	95	54	27	1415
15635290116400	S	Mira Monte High                                   	Kern High                                         	Kern           	1491	463	189	149	110	50	36	11	1415
15635291530047	S	Nueva Continuation High                           	Kern High                                         	Kern           	96	81	1	*	*	*	*	*	1415
15635291530112	S	Vista West Continuation High                      	Kern High                                         	Kern           	272	179	1	*	*	*	*	*	1415
15635291530252	S	Arvin High                                        	Kern High                                         	Kern           	1669	517	189	147	74	34	43	45	1415
15635291530344	S	Stockdale High                                    	Kern High                                         	Kern           	1497	461	355	62	157	243	155	94	1415
15635291530369	S	Centennial High                                   	Kern High                                         	Kern           	1432	433	308	75	96	161	93	87	1415
15635291530385	S	Ridgeview High                                    	Kern High                                         	Kern           	1654	555	187	132	115	64	30	16	1415
15635291530435	S	Kern Workforce 2000 Academy                       	Kern High                                         	Kern           	406	213	0	NA	NA	NA	NA	NA	1415
15635291530476	S	Liberty High                                      	Kern High                                         	Kern           	1388	424	369	84	110	160	125	84	1415
15635291530708	S	Bakersfield High                                  	Kern High                                         	Kern           	2007	677	324	139	209	206	111	55	1415
15635291532290	S	East Bakersfield High                             	Kern High                                         	Kern           	1465	488	7	*	*	*	*	*	1415
15635291532605	S	Foothill High                                     	Kern High                                         	Kern           	1378	429	0	NA	NA	NA	NA	NA	1415
15635291533330	S	Highland High                                     	Kern High                                         	Kern           	1380	463	214	90	160	103	56	12	1415
15635291533538	S	Kern Valley High                                  	Kern High                                         	Kern           	339	108	11	0	3	8	1	1	1415
15635291534775	S	North High                                        	Kern High                                         	Kern           	1125	348	131	78	80	30	11	5	1415
15635291535087	S	Shafter High                                      	Kern High                                         	Kern           	993	309	109	83	67	32	11	17	1415
15635291535392	S	South High                                        	Kern High                                         	Kern           	1379	448	170	107	48	45	24	17	1415
15635291536606	S	West High                                         	Kern High                                         	Kern           	1510	538	101	26	55	42	24	11	1415
15636280000000	D	                                                  	Maricopa Unified                                  	Kern           	543	136	0	NA	NA	NA	NA	NA	1415
17000000000000	C	                                                  	                                                  	Lake           	2069	662	213	121	115	74	44	13	1415
17101730000000	D	                                                  	Lake County Office of Education                   	Lake           	30	5	0	NA	NA	NA	NA	NA	1415
17640140000000	D	                                                  	Kelseyville Unified                               	Lake           	421	133	37	13	7	14	15	5	1415
17640141734359	S	Kelseyville High                                  	Kelseyville Unified                               	Lake           	403	122	37	13	7	14	15	5	1415
17640220000000	D	                                                  	Konocti Unified                                   	Lake           	652	177	41	31	22	6	4	1	1415
17640220107706	S	Blue Heron                                        	Konocti Unified                                   	Lake           	25	0	0	NA	NA	NA	NA	NA	1415
17640221730118	S	Richard H. Lewis Alternative                      	Konocti Unified                                   	Lake           	30	10	0	NA	NA	NA	NA	NA	1415
17640221735000	S	Lower Lake High                                   	Konocti Unified                                   	Lake           	521	136	41	31	22	6	4	1	1415
17640300000000	D	                                                  	Lakeport Unified                                  	Lake           	357	125	46	12	23	25	10	4	1415
17640301730142	S	Lakeport Alternative (Home School)                	Lakeport Unified                                  	Lake           	23	8	0	NA	NA	NA	NA	NA	1415
17640301732304	S	Clear Lake High                                   	Lakeport Unified                                  	Lake           	308	111	46	12	23	25	10	4	1415
17640550000000	D	                                                  	Middletown Unified                                	Lake           	378	127	65	42	39	20	11	3	1415
17640550129601	S	California Connections Academy @ North Bay        	Middletown Unified                                	Lake           	22	4	0	NA	NA	NA	NA	NA	1415
17640551736008	S	Middletown High                                   	Middletown Unified                                	Lake           	328	106	65	42	39	20	11	3	1415
17640710000000	D	                                                  	Upper Lake Union High                             	Lake           	231	95	24	23	24	9	4	0	1415
17640711737006	S	Upper Lake High                                   	Upper Lake Union High                             	Lake           	210	86	24	23	24	9	4	0	1415
18000000000000	C	                                                  	                                                  	Lassen         	1180	404	101	50	66	49	17	5	1415
18101810000000	D	                                                  	Lassen County Office of Education                 	Lassen         	12	2	0	NA	NA	NA	NA	NA	1415
18640890000000	D	                                                  	Big Valley Joint Unified                          	Lassen         	52	17	11	6	8	1	0	0	1415
18640891831601	S	Big Valley Jr. Sr. High                           	Big Valley Joint Unified                          	Lassen         	52	17	11	6	8	1	0	0	1415
18641390000000	D	                                                  	Lassen Union High                                 	Lassen         	661	215	89	43	58	48	17	5	1415
18641391833805	S	Lassen High                                       	Lassen Union High                                 	Lassen         	654	210	89	43	58	48	17	5	1415
18641620000000	D	                                                  	Ravendale-Termo Elementary                        	Lassen         	170	58	1	*	*	*	*	*	1415
18641620120287	S	New Day Academy                                   	Ravendale-Termo Elementary                        	Lassen         	61	18	0	NA	NA	NA	NA	NA	1415
18641626010763	S	Long Valley Charter                               	Ravendale-Termo Elementary                        	Lassen         	104	39	1	*	*	*	*	*	1415
18642040000000	D	                                                  	Westwood Unified                                  	Lassen         	170	74	0	NA	NA	NA	NA	NA	1415
18642041830132	S	Westwood Charter                                  	Westwood Unified                                  	Lassen         	120	51	0	NA	NA	NA	NA	NA	1415
18642041838507	S	Westwood High                                     	Westwood Unified                                  	Lassen         	50	23	0	NA	NA	NA	NA	NA	1415
18750360000000	D	                                                  	Fort Sage Unified                                 	Lassen         	115	38	0	NA	NA	NA	NA	NA	1415
18750360121657	S	Mt. Lassen Charter                                	Fort Sage Unified                                 	Lassen         	64	17	0	NA	NA	NA	NA	NA	1415
18750361833409	S	Herlong High                                      	Fort Sage Unified                                 	Lassen         	51	21	0	NA	NA	NA	NA	NA	1415
19000000000000	C	                                                  	                                                  	Los Angeles    	365877	123666	92331	47091	39459	38336	28793	19071	1415
19101990000000	D	                                                  	Los Angeles County Office of Education            	Los Angeles    	3956	1543	307	130	112	88	65	30	1415
19101990109926	S	Academia Avance Charter                           	Los Angeles County Office of Education            	Los Angeles    	202	57	29	23	2	5	1	2	1415
19101990109942	S	Los Angeles International Charter High            	Los Angeles County Office of Education            	Los Angeles    	191	61	42	41	10	1	0	0	1415
